scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
36	1	2.64	3.84	The Waltham residence.	Housekeeper	The Waltham Residence.	Housekeeper	absent	char_tracker_stage05		unobserved			high	
36	2	4.24	6.72	Oh, yes, is this Emily's parents house?	Phoebe	Oh...yes..is this..umm..Emily's Parents' house.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
36	3	6.88	8.72	This is the housekeeper speaking.	Housekeeper	This is the housekeeper speaking	Housekeeper	present	char_tracker_stage05	phoebe	unobserved			medium	
36	4	8.96	13.6	And by the way, young lady, that is not how one addresses a person on the telephone.	Housekeeper	And by the way, young lady, that is not how one addresses a person on the telephone	Housekeeper	partial	char_tracker_stage05		unobserved			medium	
36	5	14.72	20.48	First one identifies oneself and then asks for the person with whom one wishes to speak.	Housekeeper	This is the housekeeper speaking. And by the way, young lady, that is not how one addresses a person on the telephone. First one identifies oneself and then asks for the person with whom one wishes to speak.	Housekeeper	partial	char_tracker_stage05		unobserved			medium	
36	6	21.92	22.88	What are you saying?	Phoebe	What are you saying?!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
36	7	25.28	27.36	Now let us try that again, shall we?	Housekeeper	Now, let us try that again, shall we?	Housekeeper	partial	char_tracker_stage05		unobserved			high	
37	8	28.55	28.79	No.	Phoebe	No	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
37	9	28.79	29.35	Oh.	Phoebe	Ooh	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
37	10	30.63	32.31	Oh my God.	Phoebe	(Shocked) No! Ooh! Oh my god! (Dials again.)	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
37	11	37.91	39.27	The Waltham residence.	Housekeeper	The Waltham Residence.	Housekeeper	absent	char_tracker_stage05		unobserved			high	
37	12	39.67	42.07	Hello, this is Phoebe Buffet.	Phoebe	This is Phoebe Buffay	Phoebe	present	char_tracker_stage05	phoebe	present	0.7500		medium	
37	13	42.31	49.67	I was wondering, please, if it's not too much trouble, please, might I speak with Miss Emily Waltham, please?	Phoebe	(In a British accent) Hello. This is Phoebe Buffay. I was wondering, please, if-if it's not too much trouble, please, umm, might I speak to Miss Emily Waltham, please?	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
37	14	50.71	56.21	Miss Waltham is at the rehearsal dinner and it is not polite to make fun of people.	Housekeeper	Miss Waltham, is at the rehearsal dinner and it's not polite to make fun of people. Goodbye.	Housekeeper	partial	char_tracker_stage05		unobserved			high	
37	15	56.45	57.17	Goodbye.	Housekeeper	Goodbye	Housekeeper	present	char_tracker_stage05	phoebe	unobserved			medium	
37	16	57.49	59.89	No, no, no, I'll be nice, I swear.	Phoebe	No no no, I'll be nice, I swear	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
37	17	59.89	61.81	Could you just give me the number for where they are?	Phoebe	No no no, I'll be nice, I swear!!! Could you just give me the number for where they are?	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
37	18	62.05	65.33	I'm afraid I'm not at liberty to divulge that information.	Housekeeper	I'm afraid, I'm not at liberty to divulge that information.	Housekeeper	absent	char_tracker_stage05		unobserved			high	
37	19	65.81	69.09	Okay, look, somebody is on their way to ruin the wedding, okay?				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
37	20	69.09	70.53	And I have to warn somebody.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
37	21	70.61	71.01	All right?				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
37	22	71.01	77.41	So if you don't give me that number, then I'm gonna come over there and I'm gonna kick your snooty ass all the way to New Glauconshire.	Phoebe	Ok, somebody is on their way to ruin wedding okay. And I have to warn somebody, alright. So if you don't give me that number then I'm going to come over there and kick your snooty ass all the way to New Glocken..shire.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
37	23	79.25	79.81	Hello?	Phoebe	Hello, Hello	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
37	24	80.45	82.37	Oh, she knew I could.	Phoebe	Hello, Hello. Ohh, OHH, she knew I could kick her ass.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
37	25	89.23	91.47	Hi, sweetheart.				absent	char_tracker_stage05		unknown			low	missing_speaker
38	26	92.51	92.99	Dad.	Ross	(Ross hugs his mom and dad)Hi. Mom. Dad.	Ross	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
38	27	93.31	94.91	Oh, sorry we're late.	Mrs. Geller	sweetheart oh sorry were late	Mrs. Geller	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
38	28	94.91	95.47	My fault.	Mrs. Geller	sweetheart oh sorry were late my fault	Mrs. Geller	present	char_tracker_stage05	monica	unobserved			low	low_speaker_confidence
38	29	95.47	97.15	I insisted on riding the tube.	Mrs. Geller	Sweetheart. Oh sorry were late, my fault, I insisted on riding the tube.	Mrs. Geller	present	char_tracker_stage05	monica	unobserved			medium	
38	30	97.31	98.43	Judy, the kids.	Mr. Geller	(embarrassed) Judy, the kids..	Mr. Geller	present	char_tracker_stage05	monica|ross	unobserved			high	
38	31	99.87	100.43	Jack.	Mrs. Geller	jack	Mrs. Geller	present	char_tracker_stage05	monica|ross	unobserved			low	low_speaker_confidence
38	32	100.75	102.67	That's what they call the subway.	Mrs. Geller	Jack, that's what they call the subway.	Mrs. Geller	present	char_tracker_stage05	monica	unobserved			high	
38	33	103.07	105.19	Oh, I thought that.	Mr. Geller	Ohh, I thought that you....	Mr. Geller	present	char_tracker_stage05	ross	unobserved			medium	
38	34	105.19	105.51	Dad.	Ross and Monica	dad	Ross and Monica	present	char_tracker_stage05	ross	unobserved			low	low_speaker_confidence
38	35	105.51	105.75	Dad.	Ross and Monica	dad dad	Ross and Monica	present	char_tracker_stage05	ross	unobserved			low	low_speaker_confidence
38	36	105.75	106.23	We got it.	Ross and Monica	dad dad we got it	Ross and Monica	present	char_tracker_stage05	ross	unobserved			low	low_speaker_confidence
38	37	106.23	106.91	We got it.	Ross and Monica	Dad, dad. We got it!! We Got It!!!	Ross and Monica	absent	char_tracker_stage05		unobserved			medium	
38	38	107.71	110.19	Oh, here comes my dad and stepmom.				absent	char_tracker_stage05		unknown			low	missing_speaker
38	39	110.19	111.87	Mr. Mrs. Galler, how are you?				absent	char_tracker_stage05		unknown			low	missing_speaker
38	40	111.87	112.99	This is Stephen.				absent	char_tracker_stage05		unknown			low	missing_speaker
38	41	113.15	113.51	Hello.				absent	char_tracker_stage05		unknown			low	missing_speaker
38	42	113.51	113.87	Hello.				absent	char_tracker_stage05		unknown			low	missing_speaker
38	43	113.87	115.03	And Andrea Waltham.	Emily	Ohh, here comes my dad and stepmum. Mister and Misses Geller, this is Steven and Andrea Waltham.	Emily	partial	char_tracker_stage05		unobserved			medium	
38	44	115.03	115.43	How do you do?				present	char_tracker_stage05	monica	unknown			low	missing_speaker
38	45	115.43	116.03	How do you do?				present	char_tracker_stage05	monica	unknown			low	missing_speaker
38	46	116.11	116.83	Nice to meet.				present	char_tracker_stage05	monica	unknown			low	missing_speaker
38	47	118.17	118.41	Darling.				absent	char_tracker_stage05		unknown			low	missing_speaker
38	48	118.41	120.17	The gallows, darling.	Mr. Waltham	Darling it's the Gellers	Mr. Waltham	absent	char_tracker_stage05		unobserved			medium	
38	49	120.17	121.13	It's the gallows.	Mr. Waltham	Darling, it's the Gellers	Mr. Waltham	absent	char_tracker_stage05		unobserved			medium	
38	50	121.61	123.49	She's very self involved, you know.	Mr. Waltham	She's very self-absorbed, you know	Mr. Waltham	absent	char_tracker_stage05		unobserved			medium	
38	51	123.49	124.97	I should never have married her.	Mr. Waltham	(Shaking everyone's hand.) Hello. Hello. How do you do? How do you do? Very nice to meet you. (Looking over at his wife.) Darling it's the Gellers. (She pays no attention she's talking on a cellular phone.) (Louder) Darling, it's the Gellers. (She's still not responding.) She's very self-absorbed, you know. I should never have married her.	Mr. Waltham	absent	char_tracker_stage05		unobserved			medium	
38	52	126.73	127.37	Sorry, what?	Mrs. Waltham	(Looking evilly at her husband) Sorry, what?	Mrs. Waltham	present	char_tracker_stage05	monica	unobserved			high	
38	53	127.37	128.45	It's the gallows, darling.	Mr. Waltham	It's the Gellers!	Mr. Waltham	present	char_tracker_stage05	monica	unobserved			medium	
38	54	128.45	128.81	Where?	Mrs. Waltham	Where?	Mrs. Waltham	absent	char_tracker_stage05		unobserved			high	
38	55	129.13	131.29	Well, that's one and that's another one.	Mr. Waltham	Well there's one (pointing towards Jack) and there's another (pointing towards Judy).	Mr. Waltham	absent	char_tracker_stage05		unobserved			medium	
38	56	132.73	134.05	How lovely to meet you.	Mrs. Waltham	Lovely to meet you.	Mrs. Waltham	absent	char_tracker_stage05		unobserved			high	
38	57	134.05	136.73	It'd be nice of you to offer to pay for half the wedding.	Mr. Waltham	Terribly nice of you to offer to pay for half the wedding. (He hands a multipage bill to Jack.)	Mr. Waltham	absent	char_tracker_stage05		unobserved			high	
38	58	136.73	137.49	Oh, forget it.	Mr. Geller	ohh forget it too	Mr. Geller	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
38	59	137.49	138.49	The hell with tradition.	Mr. Geller	ohh forget it too hell with tradition	Mr. Geller	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
38	60	138.49	139.33	We're happy to do it.	Mr. Geller	Ohh forget it. Too hell with tradition, we're happy to do it.	Mr. Geller	present	char_tracker_stage05	monica	unobserved			medium	
38	61	139.33	139.85	Thank you.				present	char_tracker_stage05	monica	unknown			low	missing_speaker
38	62	139.85	141.93	We know how expensive weddings can be.	Mrs. Geller	we know how expensive weddings can be	Mrs. Geller	present	char_tracker_stage05	monica	unobserved			low	low_speaker_confidence
38	63	142.25	144.73	Besides, this may be the only wedding we get to throw.	Mrs. Geller	We know how expensive weddings can be, besides this may be the only wedding we get to throw (patting Monica on the shoulder.).	Mrs. Geller	present	char_tracker_stage05	monica	unobserved			high	
38	64	146.41	146.81	Ha.	Monica	Ha ha, a joke that's funny in all countries.	Monica	present	char_tracker_stage05	monica|ross	present	1.0000		low	low_speaker_confidence
40	65	147.21	153.61	A joke that's funny in all countries, sir.	Monica	ha a joke that's funny in all countries	Monica	partial	char_tracker_stage05		partial	0.4286		low	partial_visual_presence
40	66	155.13	155.81	What's in it?	Joey	What's in it?	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		high	
40	67	155.81	158.57	Goat cheese, waterpress and pancetta.	Waiter	Goat cheese, water chestnuts, and panchetta. (Joey Looks down disgustingly at the food.)	Waiter	present	char_tracker_stage05	chandler|joey	unobserved			medium	
40	68	162.73	163.61	That's not food.				present	char_tracker_stage05	chandler|joey	unknown			low	missing_speaker
40	69	163.85	169.05	No, everything's different here.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
40	70	169.61	170.65	I want to go home.				present	char_tracker_stage05	chandler|joey	unknown			low	missing_speaker
40	71	171.69	172.89	I miss my family.	Joey	I miss my family	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		medium	
40	72	173.4	174.48	I missed a coffee house.	Joey	I miss the coffee house	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		medium	
40	73	174.48	176.52	I can't even remember what Phoebe looks like.	Joey	(Looking up at the waiter)That's not food...No, I don't, no...(Taps Chandler on the shoulder.) Everything's different here...I want to go home. I...I miss my family. I miss the coffee house. I can't even remember what Phoebe looks like.	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		medium	
40	74	178.2	180.72	Joy, it's been three days, okay?				present	char_tracker_stage05	chandler|joey	unknown			low	missing_speaker
40	75	180.72	181.16	You're just.				present	char_tracker_stage05	chandler|joey	unknown			low	missing_speaker
40	76	181.72	183.56	Just a little homesick, okay?	Chandler	joey it's been three days okay you're just a little homesick okay	Chandler	present	char_tracker_stage05	chandler	present	1.0000		low	low_speaker_confidence
40	77	183.56	186.44	Would you just try to relax and just, just enjoy yourself?	Chandler	Joey, it's been three days, okay.. You're just a little homesick, Okay. Would you just try to relax. Just, just try to enjoy yourself.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
40	78	187.4	188.6	You're different here too.	Joey	(Pointing at Chandler.) You're different here too. You're mean in England. (Chandler throws his hands up to his head in frustration. They walk away from each other.)	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		high	
40	79	190.76	191.88	You're mean in England.	Joey	You're mean in England	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		medium	
41	80	194.36	195.56	What the hell?	Mr. Geller	(Looking at ht wedding bill.) What the hell!!!	Mr. Geller	present	char_tracker_stage05	monica|ross	unobserved			high	
41	81	195.88	196.6	What's up, dad?	Ross	what's up, Dad?	Ross	present	char_tracker_stage05	monica|ross	present	1.0000		high	
41	82	196.6	198.72	What's better with this bill for my half of the wedding.	Mr. Geller	This bill for my half of the wedding. it's insane.	Mr. Geller	present	char_tracker_stage05	monica|ross	unobserved			medium	
41	83	198.72	199.4	It's insane.	Mr. Geller	it's insane	Mr. Geller	present	char_tracker_stage05	monica|ross	unobserved			medium	
41	84	199.84	201.08	How can it be so much?	Mrs. Geller	How could it be so much	Mrs. Geller	present	char_tracker_stage05	ross	unobserved			medium	
41	85	201.08	202.64	The reception's at their house.	Mrs. Geller	How could it be so much? The receptions at their house.	Mrs. Geller	present	char_tracker_stage05	ross	unobserved			medium	
41	86	202.8	209.2	Flowers, liquor, recarpet first floor, new guest bath, landscaping.	Mr. Geller	(Pointing items out on the bill.) Flowers, liquor, recarpet first floor. New guest bath, landscaping. I'm paying to remodel this guys house. (Angrily gets up.) I'm going to give that son on a bitch, a piece of my mind.	Mr. Geller	present	char_tracker_stage05	ross	unobserved			medium	
41	87	209.84	211.92	I'm paying to remodel this guy's house.	Mr. Geller	i'm paying to remodel this guys house i'm going to give that son on a bitch a piece of my mind	Mr. Geller	partial	char_tracker_stage05		unobserved			low	low_speaker_confidence
41	88	212.24	214.48	I'm gonna give that son of a bitch a piece of my mind.	Mr. Geller	i'm going to give that son on a bitch a piece of my mind	Mr. Geller	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
41	89	214.72	215.24	Dad.				present	char_tracker_stage05	monica|ross	unknown			low	missing_speaker
41	90	215.24	215.84	Oh, my.				present	char_tracker_stage05	monica|ross	unknown			low	missing_speaker
41	91	215.92	216.32	Please.	Ross	Dad, dad, please	Ross	present	char_tracker_stage05	monica|ross	present	1.0000		medium	
