scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
15	1	1.68	2.96	Do we have to tell her?	Rachel	Do we have to tell her?	Rachel	present	char_tracker_stage05	joey|ross	absent	0.0000		low	speaker_offscreen
15	2	3.12	4.72	Yes, we have to tell her.	Ross	Yes, we have to tell her!	Ross	present	char_tracker_stage05	joey|monica|ross	present	1.0000		high	
15	3	4.96	6.32	But it's made her so happy.	Monica	Oh, but it’s made her so happy.	Monica	present	char_tracker_stage05	monica|ross	present	1.0000		high	
15	4	8.0	10.08	Little girl misses her cat.				present	char_tracker_stage05	monica|ross	unknown			low	missing_speaker
15	5	10.4	13.28	Crazy lady thinks her mother is in a cat.				present	char_tracker_stage05	monica|ross	unknown			low	missing_speaker
15	6	14.72	16.36	Okay, you know what?				partial	char_tracker_stage05		unknown			low	missing_speaker
15	7	16.36	17.84	I have to go have dinner with my son.	Ross	little girl misses her cat crazy lady thinks her mother is in a cat okay y'know what i have to go have dinner with my son	Ross	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
15	8	17.84	20.24	Can I trust that when you see Phoebe, you will tell her?	Ross	(holds up a hand) Little girl misses her cat. (hold up the other hand) Crazy lady thinks her mother is in a cat. (gets up) Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.	Ross	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
15	9	21.04	21.6	Yeah.	All	(disappointed) Yeah.	All	absent	char_tracker_stage05		unobserved			high	
15	10	22.96	23.6	Thank you.	Ross	Thank you.	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
15	11	26.42	27.78	I hate it when Ross is right.	Rachel	I hate when Ross is right!	Rachel	present	char_tracker_stage05	rachel	present	0.5000		high	
15	12	28.82	30.1	He is right, isn't he?	Monica	He is right, isn’t he?	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
15	13	30.42	31.02	You know what?	Chandler	y'know what	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		low	low_speaker_confidence
15	14	31.02	33.22	I think this might be one of the times when he's wrong.	Chandler	Y'know what, I think this might be one of the times he’s wrong.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
15	15	33.3	33.94	You think?	All	You think?	All	present	char_tracker_stage05	chandler|monica|rachel	unobserved			high	
15	16	34.1	34.54	Oh, no.	Chandler	oh no	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		low	low_speaker_confidence
15	17	34.54	35.06	He's right.	Chandler	Oh-no, he’s right.	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		high	
16	18	43.54	43.98	Hi.	Phoebe	(entering, with Julio) Hi. (sits down in the chair)	Phoebe	present	char_tracker_stage05	joey|rachel	absent	0.0000		low	speaker_offscreen
16	19	43.98	44.42	Hi.	Monica	Hi!	Monica	present	char_tracker_stage05	joey|rachel	absent	0.0000		low	speaker_offscreen
16	20	44.5	50.1	Hey, Phoebs, about your mom.	Joey	Uh, Pheebs, about your mom...	Joey	present	char_tracker_stage05	joey	present	0.5714		medium	
16	21	50.42	50.9	Yeah?	Phoebe	Yeah?	Phoebe	present	char_tracker_stage05	joey|monica	absent	0.0000		low	speaker_offscreen
16	22	54.67	55.39	How's that going?	Joey	(pause) How’s that going?	Joey	present	char_tracker_stage05	joey|monica	present	1.0000		high	
16	23	56.91	57.47	So great.	Phoebe	so great and	Phoebe	present	char_tracker_stage05	joey|monica|phoebe	present	1.0000		low	low_speaker_confidence
16	24	58.03	59.71	Oh, we took a nap together today.	Phoebe	so great oh we took a nap today and	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
16	25	59.87	62.19	My mom fell asleep on my tummy and purred.	Phoebe	So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
16	26	64.67	65.79	That's so sweet.	Joey	That’s so sweet. (pause) I’m gonna get some coffee. (gets up and leaves)	Joey	present	char_tracker_stage05	chandler|joey|monica|rachel	present	1.0000		medium	
