scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
56	1	0.4	1.44	I don't know why I'm here.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard		Richard	False		Speaker agrees with available community-transcript mapping.	I don’t know why I’m here.	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
56	2	2.56	3.44	I didn't ask.	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Monica	Richard	False		Speaker agrees with available community-transcript mapping.	I didn’t ask. You wanna come in?	Richard	Richard	present	char_tracker_stage05	monica	unobserved			high	
56	3	6.48	7.44	You want to come in?	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Richard	Monica	False		Speaker agrees with available community-transcript mapping.	You wanna come in	Richard	Richard	present	char_tracker_stage05	monica	unobserved			high	
56	4	8.24	9.04	I don't know.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Richard	Richard	False		Speaker agrees with available community-transcript mapping.	I don’t know.	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
56	5	10.56	11.6	Oh, okay.	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Monica	Richard	False		Speaker agrees with available community-transcript mapping.	Oh, okay	Richard	Richard	absent	char_tracker_stage05		unobserved			high	
56	6	13.12	15.68	Well I'll just leave the door open and go sit on the couch.	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Richard	Monica	False		Speaker agrees with available community-transcript mapping.	Oh, okay. Well, I’ll just leave the door open and go sit on the couch. (Does so.)	Richard	Richard	absent	char_tracker_stage05		unobserved			high	
56	7	18.8	20.64	Chandler is such an idiot.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Richard	Richard	False		Speaker agrees with available community-transcript mapping.	(entering) Chandler is such an idiot!	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
56	8	21.12	21.6	Drink?	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	(standing up quickly) Drink?	Richard	Richard	present	char_tracker_stage05	monica	unobserved			high	
56	9	23.36	26.0	Yeah, I'll have a scotch on the rocks with a twist.	Monica	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Monica | Richard	Richard	Richard	True	speaker_no_face	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	Yeah, I’ll have a scotch…	Monica	Monica	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
56	10	26.74	27.22	I remember.	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	…on the rocks with a twist? I remember. (Goes to make her drink.)	Richard	Richard	present	char_tracker_stage05	monica	unobserved			high	
56	11	30.82	32.18	You still smoking cigars?	Monica	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Monica | Richard	Richard	Richard	True	speaker_no_face	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	(moving over to the couch) Still smoking cigars?	Monica	Monica	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
56	12	33.06	36.1	Uh, no, no, that's art.	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Monica	Richard	False		Speaker agrees with available community-transcript mapping.	uh no no that's art	Richard	Richard	absent	char_tracker_stage05		unobserved			high	
56	13	38.1	40.26	If it bothers you, I can put my art out.	Richard	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Richard	Monica	False		Speaker agrees with available community-transcript mapping.	Uh, no! No! That’s…art! If it bothers you I can put my art out.	Richard	Richard	absent	char_tracker_stage05		unobserved			high	
