scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	0.24	0.96	What I'm doing here.				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
16	2	2.24	3.6	Now, that can't be smart.	Chandler	That can't be smart	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
16	3	7.36	12.24	So we're just gonna take this guy right off ya and put him here in Mr. Pocket.	Chandler	Hey I didn't kill your fish. Look Eddie...(puts his hand on Eddie's shoulder) Would you look at what I'm doin' here. That can't be smart. So we're just gonna take this guy right off ya and put him here in Mr. Pocket. Tangelo? (picks up the fruit an tosses it to Eddie, it hits Eddie in the chest and falls)	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
16	4	15.04	15.76	Tangelo.				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
17	5	25.44	26.16	That's it?	Richard	That's it	Richard	absent	char_tracker_stage05		unobserved			medium	
17	6	26.4	28.8	That's the giant number you were afraid to tell me?	Richard	That's it? That's the giant number you were afraid to tell me?	Richard	absent	char_tracker_stage05		unobserved			high	
17	7	29.0	29.64	Well, yeah.	Monica	Well yeah.	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
17	8	29.8	31.24	Well, that's not bad at all.	Richard	Well, that's not bad at all	Richard	absent	char_tracker_stage05		unobserved			medium	
17	9	32.12	34.36	You had me thinking it was, like, a fleet.	Richard	Well, that's not bad at all. I mean, you had me thinkin’ it was like a fleet.	Richard	partial	char_tracker_stage05		unobserved			medium	
17	10	36.2	37.4	You really okay with it?	Monica	You really ok with it?	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
17	11	37.48	39.24	Aw, honey, I'm fine.	Richard	Oh honey, I'm fine.	Richard	present	char_tracker_stage05	monica	unobserved			medium	
17	12	39.56	39.96	Aw.				present	char_tracker_stage05	monica	unknown			low	missing_speaker
17	13	39.96	40.52	Yay.	Monica	Oh, yay	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
17	14	43.88	45.159	Okay, about that two.	Monica	Oh, yay. Ok about that two.	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
17	15	46.28	46.68	What?	Richard	What	Richard	present	char_tracker_stage05	monica	unobserved			medium	
17	16	47.56	50.52	All right, what about my two?	Richard	What? All right, what about my two?	Richard	present	char_tracker_stage05	monica	unobserved			high	
17	17	50.76	53.32	Well, it just seems like a really small number.	Monica	Well, it just seems like a really small number.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
17	18	53.72	54.12	Right.	Richard	Right, and...	Richard	present	char_tracker_stage05	monica	unobserved			high	
17	19	55.41	55.65	And.	Richard	and	Richard	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
17	20	55.89	59.81	And, well, don't you have a lot of wild oats to sow?	Monica	And, well, don't you have a lot of wild oats to sew? Or is that what you're doing with me? Oh my God, am I an oat?	Monica	present	char_tracker_stage05	monica	present	0.8000		medium	
17	21	61.01	62.53	Or is that what you're doing with me?	Monica	Or is that what you're doing with me	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
17	22	62.61	63.69	Oh, my God.	Monica	Oh my God, am I an oat	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
