turn_id	scene_id	start	end	n_sentences
0	53	0.24	0.56	1
1	53	0.56	1.44	1
2	54	7.6	9.68	1
3	54	11.68	12.16	1
4	54	13.28	15.12	1
5	54	15.2	16.399	1
6	54	16.72	17.92	1
7	54	18.08	18.64	1
8	54	19.84	20.4	1
9	54	22.0	22.64	1
10	54	22.64	23.4	1
11	54	23.4	24.64	1
12	54	25.84	26.24	1
13	54	26.24	26.64	1
14	54	26.72	27.2	1
15	54	27.2	33.82	1
16	54	36.14	38.22	1
17	54	38.22	38.5	1
18	54	38.5	39.18	1
19	54	41.18	42.38	1
20	54	42.78	43.66	1
21	54	43.66	44.06	1
22	54	44.06	44.86	1
23	54	44.86	45.34	1
24	54	48.78	50.14	1
25	54	50.3	51.9	1
26	54	51.98	53.82	1
27	54	55.1	58.62	1
28	54	62.38	63.81	1
29	54	65.24	65.52	1
30	54	65.52	66.64	1
31	54	66.64	67.16	1
32	54	68.92	69.48	1
33	54	69.88	70.64	1
34	54	70.64	72.44	1
35	54	72.44	73.88	1
36	54	74.6	75.32	1
37	54	76.68	77.8	1
38	54	77.96	79.24	1
39	54	79.24	79.56	1
40	54	79.64	81.76	1
41	54	81.76	82.64	1
42	54	82.64	87.4	1
43	54	90.36	91.88	1
44	54	97.14	98.82	1
45	54	102.82	104.1	1
46	54	104.42	107.54	1
47	54	108.42	109.3	1
48	54	109.7	110.18	1
49	54	110.18	111.06	1
50	54	111.38	113.86	1
51	54	115.06	117.22	1
52	54	118.1	122.05	1
53	54	122.28	122.92	1
54	54	124.36	124.88	1
55	54	124.88	125.28	1
56	54	125.28	130.76	1
57	55	131.72	132.68	1
58	55	132.76	134.36	1
59	55	135.0	136.28	1
60	55	136.6	137.8	1
61	55	138.6	139.64	1
62	55	139.64	144.88	1
63	56	144.88	145.4	1
64	56	147.64	149.08	1
65	56	152.31	152.95	1
66	57	157.11	157.91	1
67	57	162.23	163.27	1
68	57	165.35	192.37	1
69	59	197.57	198.21	1
70	59	198.21	199.25	1
71	59	200.29	203.73	1
72	60	206.29	209.57	1
73	60	214.07	216.07	1
74	60	216.23	216.63	1
75	60	216.87	217.23	1
76	60	217.23	219.91	1
77	60	220.07	223.23	1
78	60	223.23	224.47	1
79	60	224.63	229.43	1
80	60	230.39	232.07	1
81	60	233.43	234.47	1
82	60	234.71	235.75	1
83	60	236.44	236.88	1
84	60	236.88	238.28	1
85	60	241.16	241.8	1
86	60	243.0	243.64	1
87	60	245.24	245.96	1
88	60	247.4	248.12	1
89	60	249.64	250.36	1
90	61	251.88	252.68	1
91	61	254.52	255.72	1
92	61	257.4	260.16	1
93	61	260.16	260.84	1
94	61	262.12	262.64	1
95	61	262.95	263.35	1
96	61	264.39	265.51	1
97	61	265.59	269.63	1
98	61	269.63	270.63	1
99	61	270.63	271.83	1
100	61	274.63	276.95	1
101	62	281.43	283.43	1
102	62	288.4	288.64	1
103	62	288.64	289.0	1
104	62	289.0	289.76	1
105	62	289.76	290.32	1
106	62	290.32	291.2	1
107	62	291.6	293.36	1
108	62	293.36	294.96	1
109	62	294.96	297.84	1
110	62	297.84	299.76	1
111	62	299.84	302.88	1
112	62	302.96	303.76	1
113	62	304.079	307.28	1
114	62	307.52	312.8	1
115	62	313.28	314.24	1
116	62	317.52	319.11	1
117	62	322.31	323.11	1
118	62	324.15	324.95	1
119	62	328.55	329.79	1
120	62	329.79	330.47	1
121	62	332.95	334.71	1
122	62	338.07	342.31	1
123	62	344.96	346.0	1
124	62	346.0	346.64	1
