scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
18	0.08	11.44	11.36	1	0	0.0	1	0	0.0	0.0
20	12.16	30.4	18.24	2	1	1.0	1	1	1.0	-0.0
21	32.56	38.32	5.759999999999998	2	1	1.0	1	1	1.0	-0.0
22	40.16	82.99	42.83	3	3	1.0	1	2	0.6666666666666666	1.0805743912055255
23	83.15	88.91	5.759999999999991	2	1	1.0	1	1	1.0	-0.0
24	91.72	178.38	86.66	4	6	1.0	1	6	1.0	2.003845169233086
25	181.5	211.59	30.090000000000003	3	3	1.0	1	3	1.0	1.435046356544953
26	225.19	293.48	68.29000000000002	4	6	1.0	1	6	1.0	2.3038165684510554
27	293.48	314.47	20.99000000000001	4	6	1.0	1	4	0.6666666666666666	2.2270569291938984
28	314.95	414.97	100.02000000000004	4	6	1.0	1	6	1.0	2.386615642140578
29	417.53	543.019	125.48900000000003	3	3	1.0	1	3	1.0	1.5167867806672646
30	543.019	577.64	34.62099999999998	5	10	1.0	1	9	0.9	2.8998485461013828
32	590.04	656.31	66.26999999999998	6	15	1.0	1	12	0.8	3.326996419861505
