scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	4.08	56.14	52.06	3	3	1.0	1	3	1.0	1.559695077715538
2	56.78	75.68	18.900000000000006	3	3	1.0	1	3	1.0	1.1568457058988093
4	75.76	106.23	30.47	4	6	1.0	1	5	0.8333333333333334	1.981261898446168
5	109.75	175.81	66.06	6	15	1.0	1	7	0.4666666666666667	2.8867492635253473
6	176.85	226.98	50.129999999999995	4	6	1.0	1	6	1.0	2.3076393793377084
7	230.5	274.32	43.81999999999999	1	0	0.0	1	0	0.0	0.0
8	275.2	304.06	28.860000000000014	2	1	1.0	1	1	1.0	-0.0
9	304.3	318.14	13.839999999999975	2	1	1.0	1	1	1.0	-0.0
10	318.62	382.33	63.70999999999998	2	1	1.0	1	1	1.0	-0.0
11	387.53	399.45	11.920000000000016	2	1	1.0	1	1	1.0	-0.0
12	401.37	429.82	28.44999999999999	3	3	1.0	1	3	1.0	1.4510695144562955
13	429.82	548.48	118.66000000000003	3	3	1.0	1	3	1.0	1.5456727140130428
14	551.12	564.64	13.519999999999982	1	0	0.0	1	0	0.0	0.0
15	565.24	571.96	6.720000000000027	2	1	1.0	1	1	1.0	-0.0
16	572.04	574.68	2.6399999999999864	1	0	0.0	1	0	0.0	0.0
17	580.76	594.4	13.639999999999986	1	0	0.0	1	0	0.0	0.0
18	599.68	616.88	17.200000000000045	3	3	1.0	1	2	0.6666666666666666	1.2214331944855974
19	619.15	648.73	29.58000000000004	2	1	1.0	1	1	1.0	-0.0
20	651.21	664.57	13.360000000000014	3	3	1.0	1	3	1.0	1.3316113358610995
21	665.21	673.29	8.079999999999927	1	0	0.0	1	0	0.0	0.0
