scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.56	67.95	65.39	7	21	1.0	1	8	0.38095238095238093	3.388608147897741
3	70.91	150.41	79.5	6	15	1.0	1	10	0.6666666666666666	2.9289331751328818
4	155.93	160.73	4.799999999999983	1	0	0.0	1	0	0.0	0.0
5	167.61	204.29	36.67999999999998	4	6	1.0	1	5	0.8333333333333334	2.0805131876090304
6	212.13	279.22	67.09000000000003	7	21	1.0	1	14	0.6666666666666666	3.605611509347363
7	281.14	307.76	26.620000000000005	4	6	1.0	1	4	0.6666666666666666	1.919750895264778
8	312.16	328.4	16.239999999999952	2	1	1.0	1	1	1.0	-0.0
9	329.28	448.18	118.90000000000003	2	1	1.0	1	1	1.0	-0.0
10	452.74	460.98	8.240000000000009	2	1	1.0	1	1	1.0	-0.0
11	463.62	496.4	32.77999999999997	6	15	1.0	1	8	0.5333333333333333	3.308823487947025
12	499.2	594.84	95.64000000000004	3	3	1.0	1	3	1.0	1.3014607922800159
13	599.64	620.56	20.91999999999996	2	1	1.0	1	1	1.0	-0.0
14	621.6	644.24	22.639999999999986	3	3	1.0	1	3	1.0	0.833124788744944
15	644.24	671.32	27.08000000000004	3	3	1.0	1	2	0.6666666666666666	1.114108196622133
17	671.32	692.06	20.739999999999895	2	1	1.0	1	1	1.0	-0.0
