scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.48	88.69	86.21	5	10	1.0	1	6	0.6	2.5709271217239618
3	89.57	118.52	28.950000000000003	2	1	1.0	1	1	1.0	-0.0
5	121.63	161.85	40.22	2	1	1.0	1	1	1.0	-0.0
6	162.01	180.29	18.28	3	3	1.0	1	2	0.6666666666666666	1.1599430323331075
7	180.29	236.51	56.22	4	6	1.0	1	4	0.6666666666666666	1.6778386975706603
8	240.35	283.22	42.87000000000003	5	10	1.0	1	7	0.7	2.5669168734361407
9	285.78	344.33	58.55000000000001	6	15	1.0	1	8	0.5333333333333333	2.7613331076150356
10	351.45	437.98	86.53000000000003	2	1	1.0	1	1	1.0	-0.0
11	440.62	507.16	66.54000000000002	2	1	1.0	1	1	1.0	-0.0
13	507.16	515.96	8.800000000000011	2	1	1.0	1	1	1.0	-0.0
14	516.36	684.6	168.24	5	10	1.0	1	5	0.5	1.784374907336468
15	697.88	729.84	31.960000000000036	2	1	1.0	1	1	1.0	-0.0
