scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	1.68	46.22	44.54	1	0	0.0	1	0	0.0	0.0
3	52.46	131.95	79.48999999999998	3	3	1.0	1	2	0.6666666666666666	0.9346046904130121
4	138.67	197.0	58.33000000000001	5	10	1.0	1	8	0.8	2.8904424290160815
5	197.24	300.24	103.0	7	21	1.0	1	13	0.6190476190476191	3.394815509816513
6	305.36	305.84	0.47999999999996135	1	0	0.0	1	0	0.0	0.0
7	317.52	322.96	5.439999999999998	3	3	1.0	1	3	1.0	1.5314391962345386
8	336.51	423.8	87.29000000000002	3	3	1.0	1	3	1.0	1.4471796613964245
9	430.53	432.49	1.9600000000000364	1	0	0.0	1	0	0.0	0.0
10	432.49	481.59	49.099999999999966	2	1	1.0	1	1	1.0	-0.0
11	483.43	653.88	170.45	6	15	1.0	1	11	0.7333333333333333	2.8332619675573936
12	659.8	700.62	40.82000000000005	6	15	1.0	1	13	0.8666666666666667	3.5428325452776184
