scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	4.16	16.399	12.239	2	1	1.0	1	1	1.0	-0.0
2	16.96	74.76	57.800000000000004	2	1	1.0	1	1	1.0	-0.0
4	75.8	181.23	105.42999999999999	6	15	1.0	1	15	1.0	3.6452782281905356
5	187.31	203.31	16.0	6	15	1.0	1	9	0.6	3.3174106169282065
6	214.27	259.72	45.45000000000002	4	6	1.0	1	6	1.0	2.4974163787944885
7	262.44	297.389	34.94900000000001	3	3	1.0	1	3	1.0	1.5244893875639507
8	306.59	346.16	39.57000000000005	4	6	1.0	1	5	0.8333333333333334	2.191386803155308
9	346.16	395.34	49.17999999999995	5	10	1.0	1	7	0.7	2.3984348571214253
10	395.94	482.49	86.55000000000001	3	3	1.0	1	3	1.0	0.7720669578647612
11	488.65	539.09	50.440000000000055	3	3	1.0	1	2	0.6666666666666666	0.5973802925210475
12	544.13	593.12	48.99000000000001	1	0	0.0	1	0	0.0	0.0
13	598.46	673.48	75.01999999999998	2	1	1.0	1	1	1.0	-0.0
14	675.08	699.21	24.129999999999995	3	3	1.0	1	3	1.0	1.4823845113005214
