turn_id	scene_id	start	end	n_sentences
0	1	3.2	4.32	1
1	1	4.96	6.28	1
2	1	6.28	7.16	1
3	1	7.16	10.56	1
4	1	10.56	11.6	1
5	1	13.2	13.84	1
6	1	14.24	15.6	1
7	1	16.48	17.44	1
8	1	22.32	23.52	1
9	1	23.6	24.4	1
10	1	24.64	25.6	1
11	2	26.24	27.2	1
12	2	28.92	30.24	1
13	3	30.24	31.8	1
14	3	32.04	33.8	1
15	3	33.8	34.36	1
16	3	36.84	38.28	1
17	3	39.96	40.92	1
18	3	40.92	42.24	1
19	3	42.24	42.92	1
20	4	43.32	44.6	1
21	4	44.84	46.52	1
22	4	48.84	52.04	1
23	4	53.64	55.44	1
24	4	55.44	57.72	1
25	4	57.88	59.88	1
26	4	62.18	62.58	1
27	4	62.58	63.46	1
28	4	63.62	64.74	1
29	5	66.9	69.1	1
30	5	69.1	70.02	1
31	5	108.48	109.44	1
32	5	109.44	112.4	1
33	5	113.76	118.2	1
34	7	118.2	120.96	1
35	7	122.87	123.67	1
36	7	124.63	127.43	1
37	7	128.15	130.15	1
38	7	130.39	131.43	1
39	7	132.47	133.27	1
40	7	133.27	134.95	1
41	7	136.23	137.19	1
42	7	137.67	138.43	1
43	7	138.43	139.27	1
44	7	140.31	140.67	1
45	7	140.67	141.35	1
46	8	142.15	146.31	1
47	8	146.31	147.93	1
48	8	149.21	149.57	1
49	8	149.57	151.45	1
50	8	151.45	152.93	1
51	8	152.93	155.85	1
52	8	157.93	159.05	1
53	8	160.33	161.33	1
54	8	161.33	164.33	1
55	8	164.33	165.13	1
56	8	165.85	168.13	1
57	9	168.13	171.45	1
58	9	171.77	173.61	1
59	9	177.1	177.34	1
60	9	177.66	180.7	1
61	9	183.02	184.46	1
62	10	187.74	188.46	1
63	10	189.1	190.38	1
64	11	194.06	195.5	1
65	11	195.5	196.06	1
66	12	200.09	202.01	1
67	12	202.01	202.77	1
68	12	202.77	203.53	1
69	12	203.53	205.05	1
70	14	213.85	216.009	1
71	14	217.13	218.17	1
72	14	220.73	229.01	1
73	14	231.97	233.81	1
74	14	234.37	235.65	1
75	14	236.45	237.73	1
76	14	238.37	242.21	1
77	14	243.41	244.209	1
78	15	251.09	253.01	1
79	15	254.53	256.53	1
80	15	256.61	258.41	1
81	15	258.41	260.909	1
82	15	261.149	261.549	1
83	15	261.709	262.149	1
84	15	262.149	264.909	1
85	15	266.029	267.229	1
86	15	268.349	269.149	1
87	15	269.229	269.629	1
88	16	269.629	280.749	1
89	16	280.749	282.189	1
90	16	285.389	287.349	1
91	16	287.349	288.429	1
92	16	291.39	292.19	1
93	16	293.07	294.19	1
94	16	295.39	297.55	1
95	16	298.19	304.35	1
96	16	307.07	307.79	1
97	16	307.95	310.43	1
98	16	310.59	311.15	1
99	16	312.83	319.91	1
100	16	321.43	325.31	1
101	16	325.31	326.95	1
102	16	326.95	327.23	1
103	16	327.23	327.75	1
104	16	327.75	328.55	1
105	16	328.55	329.83	1
106	16	332.95	337.51	1
107	16	339.27	344.27	1
108	16	346.35	349.47	1
109	16	349.55	352.19	1
110	17	355.23	357.03	1
111	17	357.03	358.11	1
112	17	362.67	363.15	1
113	17	363.63	364.35	1
114	17	364.99	365.47	1
115	17	366.91	367.95	1
116	17	369.77	371.69	1
117	17	375.37	375.77	1
118	17	375.77	376.01	1
119	17	376.25	376.73	1
120	17	376.73	377.53	1
121	17	378.17	379.33	1
122	17	379.33	382.09	1
123	17	384.01	385.37	1
124	18	389.29	389.77	1
125	18	389.77	390.25	1
126	18	390.33	390.81	1
127	18	391.05	392.25	1
128	18	392.33	393.05	1
129	18	393.05	393.53	1
130	18	393.93	394.37	1
131	18	394.37	394.65	1
132	18	394.65	395.45	1
133	18	395.72	397.68	1
134	18	397.68	399.84	1
135	18	399.84	400.2	1
136	18	404.28	405.0	1
137	18	405.16	405.96	1
138	18	405.96	409.0	1
139	18	409.08	411.08	1
140	18	412.44	414.44	1
141	18	414.44	416.28	1
142	18	417.24	419.64	1
143	18	419.64	420.12	1
144	18	420.12	421.16	1
145	18	421.32	421.92	1
146	18	421.92	422.6	1
147	18	423.64	424.84	1
148	18	425.13	425.25	1
149	18	425.25	426.41	1
150	18	426.41	427.93	1
151	18	430.25	431.77	1
152	18	431.77	432.97	1
153	18	432.97	434.17	1
154	18	437.37	438.97	1
155	18	439.29	440.41	1
156	18	442.81	447.69	1
157	18	448.33	448.89	1
158	18	452.18	452.74	1
159	18	453.14	454.74	1
160	18	457.54	458.98	1
161	18	462.34	466.9	1
162	18	468.02	468.46	1
163	18	468.46	468.78	1
164	18	468.78	470.26	1
165	18	470.58	471.46	1
166	18	471.46	471.86	1
167	18	472.66	473.22	1
168	18	475.46	476.74	1
169	18	479.32	481.44	1
170	18	481.44	482.12	1
171	18	487.0	488.04	1
172	18	489.64	490.6	1
173	18	492.68	494.68	1
174	18	495.8	496.84	1
175	18	498.92	500.36	1
176	18	500.6	501.12	1
177	18	501.12	502.08	1
178	18	502.08	505.4	1
179	18	507.06	511.38	1
180	18	511.46	512.02	1
181	18	512.02	513.54	1
182	18	513.94	514.98	2
183	18	520.9	523.7	1
184	19	526.42	532.34	1
185	19	532.34	532.78	1
186	19	532.78	538.26	1
187	20	546.9	549.3	1
188	21	564.61	564.93	1
189	21	569.17	570.05	1
190	21	571.89	572.81	1
191	21	572.81	574.05	1
192	21	576.45	578.37	1
193	21	579.65	580.53	1
194	21	583.33	585.57	1
195	21	588.37	590.29	1
196	21	592.45	592.93	1
197	21	594.05	595.88	1
198	21	596.99	597.31	1
199	21	597.63	603.23	1
200	21	604.83	605.67	1
201	21	605.67	605.99	1
202	21	605.99	606.59	1
203	21	606.75	607.15	1
204	21	607.39	608.59	1
205	21	608.91	611.829	1
206	21	611.829	614.43	1
207	21	615.47	621.41	1
208	21	621.88	622.36	1
209	21	623.32	623.88	1
210	21	624.52	625.16	1
211	21	627.4	629.88	1
212	21	633.24	634.04	1
213	21	637.96	639.16	1
214	21	641.24	643.96	1
215	21	645.64	646.76	1
216	21	647.8	650.12	1
217	21	652.2	655.72	1
218	21	660.04	661.48	1
219	21	663.32	664.92	1
