turn_id	scene_id	start	end	n_sentences
0	19	0.32	1.12	1
1	19	6.8	9.6	1
2	19	13.2	14.0	1
3	19	15.44	15.92	1
4	19	19.68	21.68	1
5	19	21.68	23.36	1
6	19	23.44	24.72	1
7	19	26.16	26.72	1
8	19	26.8	27.92	1
9	19	28.69	29.49	1
10	19	33.33	34.45	1
11	20	34.85	37.97	1
12	20	39.57	40.97	1
13	20	40.97	42.61	1
14	20	44.05	46.37	1
15	20	46.61	48.13	1
16	20	48.93	52.53	1
17	20	54.69	56.21	1
18	20	57.69	58.09	1
19	20	58.25	59.37	1
20	20	59.53	61.85	1
21	20	63.69	64.09	1
22	20	64.81	65.21	1
23	20	66.17	66.57	1
24	20	69.21	71.53	1
25	20	73.37	74.05	1
26	20	74.05	76.21	1
27	20	76.21	77.97	1
28	20	77.97	80.09	1
29	20	80.49	82.45	1
30	20	82.45	83.99	1
31	20	84.07	91.91	1
32	20	98.79	99.91	1
33	20	102.07	103.19	1
34	20	105.19	106.15	1
35	22	106.79	108.47	1
36	22	108.88	110.56	1
37	22	110.8	111.16	1
38	22	111.16	113.04	1
39	22	113.92	114.72	1
40	22	115.28	116.08	1
41	22	116.24	119.44	1
42	22	119.6	122.64	1
43	22	122.96	125.08	1
44	22	125.08	126.76	1
45	22	126.76	132.08	1
46	22	134.4	136.8	1
47	22	136.8	137.76	1
48	22	137.92	141.82	1
49	22	142.14	147.02	1
50	22	149.9	153.26	1
51	22	153.26	153.66	1
52	22	154.46	155.34	1
53	22	155.42	156.54	1
54	22	157.02	158.78	1
55	22	158.86	161.06	1
56	22	161.06	162.62	1
57	22	164.62	167.7	1
58	22	167.7	168.02	1
59	22	168.02	169.42	1
60	22	169.66	169.78	1
61	22	169.78	171.26	1
62	22	171.26	175.66	1
63	22	175.82	176.62	1
64	22	176.94	177.9	1
65	22	177.9	178.54	1
66	22	178.62	179.82	1
67	22	179.9	180.82	1
68	22	180.82	181.9	1
69	22	182.46	185.82	1
70	22	190.14	191.18	1
71	22	191.26	191.62	1
72	22	191.62	192.94	1
73	22	197.02	197.5	1
74	22	197.98	198.86	1
75	22	198.86	200.1	1
76	22	200.1	200.7	1
77	22	200.7	201.3	1
78	22	201.3	202.38	1
79	22	202.38	204.06	1
80	23	207.74	209.1	1
81	23	209.34	210.54	1
82	23	210.62	211.82	1
83	23	212.14	214.38	1
84	23	214.54	215.34	1
85	24	219.26	222.06	1
86	24	222.7	225.45	1
87	24	225.85	227.21	1
88	24	227.53	229.93	1
89	24	232.97	235.57	1
90	24	235.57	236.01	1
91	24	239.45	240.57	1
92	24	240.969	242.89	1
93	24	243.29	243.93	1
94	24	244.73	252.35	1
95	24	255.07	256.03	1
96	24	256.03	258.91	1
97	24	259.07	260.15	1
98	24	260.15	262.11	1
99	24	262.11	263.79	1
100	24	263.95	264.67	1
101	24	264.75	265.23	1
102	24	265.23	266.07	1
103	24	266.07	267.15	1
104	24	267.71	268.83	1
105	24	269.47	270.91	1
106	24	271.39	271.79	1
107	24	275.87	278.74	1
108	24	278.74	279.62	1
109	24	279.7	280.74	1
110	24	282.18	283.5	1
111	24	283.5	284.58	1
112	24	284.98	285.5	1
113	24	285.5	286.42	1
114	24	286.42	294.26	1
115	24	294.42	295.62	1
116	24	297.78	299.94	1
117	24	300.18	303.94	1
118	24	307.71	308.59	1
119	24	311.55	314.99	1
120	24	315.23	315.83	1
121	24	315.83	316.27	1
122	24	316.75	317.15	1
123	24	317.15	320.75	1
124	24	320.99	322.91	1
125	24	323.31	327.39	1
126	24	329.71	332.03	1
127	24	334.64	336.88	1
128	24	336.96	339.12	1
129	24	339.28	341.12	1
130	24	341.76	345.44	1
131	24	345.92	346.48	1
132	24	346.72	347.6	1
133	24	356.96	357.44	1
134	25	358.16	358.64	1
