turn_id	scene_id	start	end	n_sentences
0	53	7.84	8.96	1
1	53	11.36	12.64	1
2	54	12.64	14.32	1
3	54	14.32	17.52	1
4	54	18.4	20.68	1
5	54	20.68	23.28	1
6	54	23.36	23.92	1
7	54	24.08	26.96	1
8	54	27.6	28.08	1
9	54	28.08	28.32	1
10	54	28.32	28.64	1
11	54	39.29	42.13	1
12	54	42.13	42.65	1
13	56	45.69	46.73	1
14	56	47.77	48.73	1
15	56	50.09	50.57	1
16	56	50.73	51.85	1
17	56	53.53	56.33	1
18	56	56.33	57.05	1
19	56	57.69	58.33	1
20	56	58.65	60.09	1
21	56	60.41	63.37	1
22	56	63.77	71.13	1
23	57	75.61	80.33	3
24	57	84.41	86.29	1
25	57	86.29	87.37	1
26	57	87.69	88.81	1
27	57	89.19	90.67	1
28	57	90.67	92.39	1
29	57	92.39	93.79	1
30	57	93.79	94.47	1
31	57	100.39	101.03	1
32	57	101.03	103.03	1
33	57	104.23	105.91	1
34	57	105.91	107.83	1
35	57	107.99	111.99	1
36	57	113.43	115.03	1
37	57	115.47	116.67	1
38	57	116.91	118.43	1
39	58	123.47	124.99	1
40	58	125.47	126.35	1
41	58	126.99	127.63	1
42	58	129.63	130.91	1
43	58	131.63	132.03	1
44	58	133.31	134.43	1
45	58	134.67	136.51	1
46	58	137.71	138.59	1
47	58	139.15	139.87	1
48	58	139.95	141.15	1
49	58	142.97	144.97	1
50	58	146.33	148.17	1
51	58	149.85	150.81	1
52	58	151.29	152.17	1
53	58	153.85	155.81	1
54	58	155.81	156.25	1
55	59	163.05	163.93	1
56	59	164.01	165.29	1
57	59	165.85	166.85	1
58	59	166.85	170.09	1
59	61	175.67	177.79	1
60	61	177.79	178.87	1
61	61	179.03	179.99	1
62	61	179.99	183.11	1
63	62	193.35	196.07	1
64	62	198.95	201.5	1
65	62	201.82	202.3	1
66	62	202.3	203.26	1
67	62	205.9	207.1	1
68	62	207.34	208.3	1
69	62	208.38	209.58	1
70	62	209.9	210.94	1
71	62	213.02	214.06	1
72	62	214.06	214.7	1
73	62	215.74	217.18	1
74	62	217.34	217.74	1
75	62	219.02	220.38	1
76	62	222.46	223.02	1
77	62	223.02	223.74	1
78	62	225.74	226.5	1
79	62	226.5	227.18	1
80	62	227.26	227.82	1
81	62	228.22	228.78	1
82	62	231.1	232.46	1
83	64	240.7	241.5	1
84	64	241.9	242.3	1
85	65	243.34	247.34	1
86	65	247.42	249.98	1
87	65	252.06	257.46	1
88	65	257.7	259.86	1
89	65	260.18	261.7	1
90	65	262.1	263.3	1
91	65	264.26	265.78	1
92	65	266.98	268.66	1
93	65	268.9	270.74	1
94	65	270.82	271.22	1
95	65	271.22	271.62	1
96	65	271.62	272.5	1
97	65	272.98	273.7	1
98	65	273.86	274.18	1
99	65	274.18	276.9	1
100	65	277.06	277.38	1
101	65	277.38	278.5	1
102	65	281.73	282.61	1
103	65	285.17	288.21	2
104	65	288.45	289.49	1
105	65	289.65	290.77	1
106	65	290.85	291.89	1
107	65	292.45	295.09	1
108	65	295.25	296.13	1
109	65	296.21	297.57	1
110	65	300.05	303.57	1
111	65	306.13	306.49	1
112	65	306.49	309.85	1
113	65	311.05	312.89	1
114	65	315.37	318.25	1
115	65	319.05	323.13	1
116	65	323.85	324.41	1
117	66	325.93	326.93	1
118	66	326.93	328.09	1
119	67	338.17	340.01	1
120	67	340.25	340.96	1
121	67	341.03	341.51	1
122	67	341.83	342.95	1
123	67	343.75	344.95	1
124	67	349.03	350.63	1
125	67	355.03	355.91	1
126	67	357.19	358.39	1
127	68	365.35	366.47	1
128	68	367.53	367.89	1
129	69	367.89	374.57	1
130	69	374.97	375.85	1
131	69	376.57	376.97	1
132	69	377.61	381.05	1
133	70	398.55	400.47	1
134	70	401.75	402.63	1
135	70	402.79	403.95	1
136	70	403.95	404.63	1
137	70	409.59	411.11	1
138	70	411.99	413.27	1
139	71	417.99	419.03	1
140	71	420.95	421.67	1
141	71	422.07	422.59	1
142	71	422.59	423.11	1
143	72	428.05	428.61	1
144	72	428.77	430.37	1
145	72	430.77	432.29	1
146	72	432.93	433.81	1
147	72	439.97	441.169	1
148	72	441.25	442.29	1
149	72	448.13	449.25	1
150	72	449.33	449.81	1
