turn_id	scene_id	start	end	n_sentences
0	35	0.56	1.84	1
1	35	2.16	2.52	1
2	35	2.52	2.96	1
3	35	2.96	3.32	1
4	35	3.32	3.92	1
5	35	4.56	5.52	1
6	35	5.52	7.6	1
7	35	8.32	8.68	1
8	35	8.68	9.04	1
9	35	9.44	10.32	1
10	35	10.48	12.16	1
11	36	19.44	20.0	1
12	36	20.48	20.88	1
13	36	20.88	22.48	1
14	36	22.48	23.76	1
15	36	24.08	26.16	1
16	36	26.71	27.91	1
17	36	28.07	30.63	1
18	36	31.11	33.27	1
19	36	34.39	35.95	1
20	36	35.95	37.43	1
21	36	37.51	39.47	1
22	36	39.47	41.83	1
23	36	41.99	44.31	1
24	36	44.31	45.51	1
25	36	45.51	48.71	1
26	36	48.79	49.43	1
27	36	49.51	50.23	1
28	36	50.23	51.35	1
29	36	53.99	54.47	1
30	37	54.47	55.27	1
31	37	55.27	56.71	1
32	37	57.11	57.51	1
33	37	57.67	59.09	1
34	37	59.09	60.25	1
35	37	60.25	62.13	1
36	37	63.25	65.73	1
37	37	67.57	68.53	1
38	37	68.53	69.97	1
39	37	71.41	72.53	1
40	37	72.53	72.85	1
41	37	72.85	73.17	1
42	37	73.17	74.69	1
43	37	74.69	77.09	1
44	37	77.33	77.85	1
45	37	77.85	78.89	1
46	37	78.89	79.81	1
47	37	79.81	80.29	1
48	38	82.93	83.41	1
49	38	83.73	86.37	1
50	38	86.69	90.29	1
51	38	91.23	91.71	1
52	38	95.15	99.31	1
53	38	99.79	101.47	1
54	38	102.19	103.31	1
55	38	104.99	106.83	1
56	38	107.47	109.31	1
57	38	109.63	114.19	1
58	38	117.36	119.92	1
59	38	120.08	121.84	1
60	38	126.88	128.0	1
61	38	129.04	129.52	1
62	38	130.24	132.32	1
63	38	132.32	134.6	1
64	39	134.6	137.28	1
65	39	137.28	141.84	1
66	39	143.13	143.45	1
67	39	143.45	145.45	1
68	39	145.45	147.45	1
69	39	147.93	149.45	1
70	39	150.41	151.61	1
71	39	152.73	154.17	1
72	39	155.37	157.49	1
73	39	157.49	158.33	1
74	39	159.05	161.05	1
75	39	161.05	162.01	1
76	39	163.69	165.37	1
77	39	165.61	167.61	1
78	39	168.58	169.62	1
79	39	171.38	172.34	1
80	39	172.34	173.14	1
81	39	174.82	176.1	1
82	39	178.18	178.58	1
83	39	178.98	183.9	1
84	39	183.9	185.7	1
85	39	186.42	187.78	1
86	39	188.9	189.78	1
87	39	192.58	194.26	1
88	39	195.56	196.84	1
89	39	198.28	199.32	1
90	39	200.6	201.88	1
91	39	206.36	208.36	1
92	39	208.52	211.44	1
93	39	211.44	213.0	1
94	39	213.0	214.28	1
95	39	214.28	215.8	1
96	39	215.96	216.92	1
97	39	218.68	219.56	1
98	39	220.28	221.24	1
99	39	221.32	222.52	1
100	39	222.52	223.6	1
101	39	223.6	224.76	1
102	39	226.89	228.33	1
103	39	232.57	233.61	1
104	39	234.17	234.57	1
105	39	234.89	235.77	1
106	39	237.05	237.77	1
107	40	242.89	244.57	1
108	40	244.73	246.81	1
109	40	247.37	248.13	1
110	40	248.13	248.97	1
111	40	251.37	257.71	1
112	40	257.71	258.15	1
113	40	259.35	259.87	1
114	40	259.87	260.83	1
115	40	260.83	262.07	1
116	40	262.39	263.27	1
117	40	265.19	269.27	1
118	40	270.15	272.87	1
119	40	273.19	279.03	1
120	41	280.31	281.59	1
121	41	283.35	284.51	1
122	41	284.51	286.07	1
123	41	289.0	290.12	1
124	41	290.44	291.16	1
125	41	291.88	295.08	1
126	41	298.52	299.2	1
127	41	299.2	299.92	1
128	41	299.92	301.12	1
129	41	301.12	303.04	1
130	41	303.04	304.36	1
131	41	304.52	305.64	1
132	41	305.64	306.44	1
133	41	306.52	307.24	1
134	41	307.4	309.56	1
135	41	311.24	312.52	1
136	41	312.84	314.36	1
137	41	314.74	316.58	1
138	41	316.82	321.38	1
139	41	323.14	328.02	1
140	41	328.26	328.66	1
141	41	328.9	331.06	1
142	41	334.26	335.98	1
143	41	335.98	337.02	1
144	41	337.02	338.1	1
145	41	338.66	341.8	1
146	41	341.8	342.76	1
147	41	342.76	344.04	1
148	41	344.12	345.24	1
149	41	345.24	346.36	1
150	41	346.36	347.96	1
151	41	349.8	355.72	1
152	41	358.12	360.2	1
153	41	361.32	362.12	1
154	41	362.12	363.4	1
155	41	363.4	367.0	1
156	41	367.57	368.77	1
157	41	368.77	369.65	1
158	41	369.73	372.93	1
159	41	373.65	375.57	1
160	41	375.57	376.77	1
161	41	376.85	380.53	1
162	41	381.65	383.97	1
163	41	386.45	389.17	1
164	41	389.49	391.25	1
165	41	391.89	393.41	1
166	41	395.97	396.61	1
167	41	397.01	400.03	1
168	41	401.23	402.19	1
169	41	403.39	405.55	1
170	41	405.55	406.39	1
171	41	406.39	407.47	1
172	41	407.87	408.31	1
173	41	408.31	409.47	1
174	41	412.99	415.15	1
175	41	416.51	418.03	1
176	41	421.31	422.75	1
177	42	426.01	430.33	1
178	42	432.57	434.17	1
179	42	434.41	435.33	1
180	42	435.33	435.77	1
181	42	435.77	437.85	1
182	42	437.85	439.09	1
183	42	439.09	440.25	1
184	42	441.21	441.85	1
185	42	442.73	443.53	1
186	42	444.17	445.69	1
187	42	447.13	448.37	1
188	42	448.37	450.09	1
189	42	450.33	450.89	1
190	42	450.97	451.69	1
191	42	452.15	452.39	1
192	42	453.11	454.07	1
193	42	455.35	456.63	1
194	42	457.75	458.15	1
195	43	461.35	462.95	1
196	43	466.39	467.27	1
197	43	469.03	469.67	1
198	43	470.95	472.47	1
199	43	474.07	482.06	1
200	43	482.22	484.06	1
201	43	486.62	488.06	1
202	43	489.9	490.7	1
203	43	492.7	494.38	1
204	43	494.7	495.46	1
205	43	495.46	496.7	1
206	43	499.5	500.3	1
207	43	500.78	502.3	1
208	43	502.3	503.66	1
209	43	505.1	506.46	1
210	43	506.46	507.06	1
211	43	507.06	508.54	1
212	43	509.82	513.72	1
213	45	518.6	521.72	1
214	45	522.04	523.4	1
215	46	528.2	529.24	1
216	46	529.32	529.72	1
217	46	529.72	530.6	1
218	46	530.76	534.04	1
219	46	535.08	536.6	1
220	46	536.84	538.53	1
221	46	541.16	544.96	1
222	46	544.96	545.8	1
223	46	545.96	548.04	1
224	46	548.44	549.08	1
225	46	549.08	550.64	1
226	46	550.64	553.48	1
227	46	553.96	554.879	1
228	46	554.879	555.48	1
229	46	555.56	556.2	1
230	46	556.6	557.4	1
231	46	557.56	558.6	1
232	46	559.08	562.12	1
233	46	562.12	563.8	1
234	46	567.88	569.07	1
235	47	582.26	584.02	1
236	47	586.5	587.18	1
237	47	587.18	588.02	1
238	47	591.94	593.7	1
239	47	594.42	596.82	1
240	47	597.56	598.6	1
