scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	1.84	3.2	Oh, my God.		low	unresolved	0.0	dialogue	False	False				True	unresolved_no_reliable_inference | missing_speaker	No reliable automatic assignment available.				present	char_tracker_stage05	monica	unknown			low	missing_speaker
39	2	5.12	5.84	I know.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Chandler | Monica		Monica	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	I know.	Chandler	Chandler	present	char_tracker_stage05	monica	absent	0.0		low	speaker_offscreen
40	5	13.76	14.12	Oh.	Chandler	high	community_transcript_match	1.0	reaction	False	True	Monica | Chandler	Monica	Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	oh	Chandler	Chandler	present	char_tracker_stage05	monica	absent	0.0		low	speaker_offscreen
40	6	14.12	25.54	Okay.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler	Chandler		True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Oh, okay! (He rolls over to do that again.)	Chandler	Chandler	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
41	7	26.41	26.65	Morning.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Rachel		Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(entering) Morning!	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
41	27	63.7	64.26	Ugh.	Joey	medium	short_turn_alternation	0.7	dialogue	True	False	Joey | Rachel	Rachel	Joey	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	joey|rachel	present			medium	
41	39	91.16	91.96	Okay, well.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Rachel	Joey	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Wow! Uh okay, well uh… (He gets up, opens a drawer, and pulls out the ring.)	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
41	49	114.05	114.53	Okay?	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Rachel	Joey	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Okay, you've had the chance to cheat, and with me, but you didn't	Joey	Joey	present	char_tracker_stage05	rachel	absent	0.0		low	speaker_offscreen
41	50	114.53	116.13	Now, you had the chance to cheat.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Rachel	Joey	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	you've had the chance to cheat and with me but you didn't	Joey	Joey	present	char_tracker_stage05	rachel	absent	0.3333		low	speaker_offscreen
42	56	136.69	137.73	Hey, let me.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Phoebe		Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Hey!	Joey	Joey	present	char_tracker_stage05	phoebe	absent	0.0		low	speaker_offscreen
42	57	138.91	139.31	All right.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Phoebe	Joey	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	All right!	Joey	Joey	present	char_tracker_stage05	phoebe	absent	0.0		low	speaker_offscreen
42	59	141.07	142.27	Will you pour me some water?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Joey | Phoebe	Phoebe	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Would you pour me some water	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
42	60	142.35	143.23	I'll be back soon.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Joey | Phoebe	Phoebe	Joey	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	I'll be back soon	Phoebe	Phoebe	present	char_tracker_stage05	joey	absent	0.0		low	speaker_offscreen
42	64	152.67	153.31	Let's go.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Joey | Phoebe	Phoebe	Phoebe	True	medium_confidence_context_fill | speaker_no_face	Filled from previous same-scene context.				absent	char_tracker_stage05		absent			medium	speaker_no_face
42	65	153.47	154.51	Come on, move it.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Joey | Phoebe	Phoebe	Phoebe	True	medium_confidence_context_fill | speaker_no_face	Filled from previous same-scene context.				absent	char_tracker_stage05		absent			medium	speaker_no_face
42	66	155.55	156.19	Come on.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Joey | Phoebe	Phoebe		True	scene_end_short_utterance | speaker_no_face	Filled from previous same-scene context.				absent	char_tracker_stage05		absent			medium	speaker_no_face
43	67	156.99	158.27	Shoes, briefcase.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross		Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Let’s go! Come on! Move it! (Grabs her coat.) Come on! (To an old man who’s holding her shoes and briefcase.) Shoes! Briefcase! (Takes them both.) Thanks Lou, good luck with the gall bladder. (She leaves.)	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
