scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
45	20	47.67	48.87	It was good to see you too.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Richard	Richard	Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Oh, good to see you too	Monica	Monica	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
45	28	68.8	69.92	I still love you.	Richard	low	scene_context_inference	0.58	dialogue	True	False	Monica | Richard	Monica	Richard	True	two_sided_context_ambiguous | low_speaker_confidence	No direct transcript match; weak local context only.				absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
46	68	171.69	173.37	Isn't it incredible?	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Phoebe		Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Isn’t it incredible?! Monica and Chandler, gettin’ married.	Rachel	Rachel	partial	char_tracker_stage05		absent	0.0		medium	speaker_no_face
48	92	231.62	232.5	Tennille.	Rachel	medium	scene_context_inference	0.68	dialogue	True	False	Joey | Rachel	Rachel		True	scene_end_short_utterance	Filled from previous same-scene context.				present	char_tracker_stage05	joey|phoebe|rachel	present			medium	
49	93	242.35	246.51	So that marriage stuff that you were saying yesterday, you don't really believe that, do you?	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler		Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	So that marriage stuff that you were saying yesterday, you don’t really believe that do you?	Monica	Monica	present	char_tracker_stage05	chandler	absent	0.4		low	speaker_offscreen
49	98	256.75	258.11	Pigs don't mate for life.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Monica | Chandler	Chandler	Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Okay pigs don't mate for life	Chandler	Chandler	present	char_tracker_stage05	monica	absent	0.3333		low	speaker_offscreen
51	137	356.33	356.89	Yeah.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Phoebe	Rachel	Rachel	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Yeah!	Phoebe	Phoebe	present	char_tracker_stage05	rachel	absent	0.0		low	speaker_offscreen
51	145	376.81	377.21	Ugh.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Rachel | Phoebe	Rachel	Phoebe	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	phoebe|rachel	present			medium	
52	178	462.2	464.68	Yeah, well, there's some people who do want to marry me.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Joey | Monica	Joey	Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(starts for the door) Well there’s some people who do want to marry me.	Monica	Monica	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
54	197	517.44	520.64	Hey, you know, I'm so sorry to hear about you and Elizabeth.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Ross | Rachel	Rachel	Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Oh thank you. Hey y’know, I’m so sorry to hear about you and Elizabeth.	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
