scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
35	1	0.56	1.84	Tell anyone about this.	Rachel	Okay Phoebe, we can not tell anyone about this.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
35	2	2.16	2.52	Right.	Phoebe	Right.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
35	3	2.52	2.96	Okay.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
35	4	2.96	3.32	Yeah.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
35	5	3.32	3.92	Okay.	Rachel	Okay?	Rachel	present	char_tracker_stage05	phoebe	absent	0.0000		low	speaker_offscreen
35	6	4.56	5.52	Hey, wait.	Phoebe	Hey, wait	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
35	7	5.52	7.6	Do you know what kind of birth control she was using?	Phoebe	Yeah, okay. Hey, wait. Do you know what kind of birth control she was using?	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0000		high	
35	8	8.32	8.68	No.	Rachel	No	Rachel	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
35	9	8.68	9.04	Why?	Rachel	No. Why?	Rachel	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
35	10	9.44	10.32	Just for the future.	Phoebe	just for the future	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0000		low	low_speaker_confidence
35	11	10.48	12.16	This is hardly a commercial for it.	Phoebe	Just for the future, this is hardly a commercial for it.	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0000		high	
36	12	19.44	20.0	Anything?	Rachel	Anything?	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
36	13	20.48	20.88	No.				absent	char_tracker_stage05		unknown			low	missing_speaker
36	14	20.88	22.48	I talked to Joey on the set.	Ross	i talked to joey on the set	Ross	partial	char_tracker_stage05		partial	0.3333		low	partial_visual_presence
36	15	22.48	23.76	He hasn't heard from him.	Ross	I talked to Joey on the set, he hasn't heard from him	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
36	16	24.08	26.16	I talked to Chandler's parents again.	Ross	No! I talked to Joey on the set, he hasn’t heard from him. I-I-I talked to Chandler’s parents again!	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
36	17	26.71	27.91	You told them he was missing?	Phoebe	You told them he was missing?	Phoebe	present	char_tracker_stage05	phoebe|rachel|ross	present	1.0000		high	
36	18	28.07	30.63	No, I made it seem like I was just calling to chat.	Ross	No! I made it seem like I was just calling to chat. Pretty sure, they both think I’m interested in them.	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
36	19	31.11	33.27	Pretty sure they both think I'm interested in that.	Ross	Pretty sure, they both think I'm interested in them	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
36	20	34.39	35.95	All right, we've got to tell her that he's gone.	Rachel	All right, we’ve got to tell her he’s gone. (Starts to leave.)	Rachel	present	char_tracker_stage05	ross	absent	0.0000		low	speaker_offscreen
36	21	35.95	37.43	No, hey, hey, we can't.	Ross	No! Hey! Hey! We can’t!	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
36	22	37.51	39.47	Ross, she's gonna start getting ready soon.	Rachel	Ross, she’s gonna start getting ready soon!	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
36	23	39.47	41.83	Well, can't you at least stall her a little?	Ross	Well, can't you at least stall her a little	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
36	24	41.99	44.31	I'll go back to some of the places I went last night.	Ross	Well, can’t you at least stall her a little? I’ll-I’ll go back to some of the places I went last night.	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
36	25	44.31	45.51	All right, well, how much time do you need?	Rachel	All right, well how much time do you need?	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
36	26	45.51	48.71	Well, how much time before she absolutely has to start getting ready?	Ross	Well how much time before she absolutely has to start getting ready?	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
36	27	48.79	49.43	One hour.	Rachel	One hour.	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
36	28	49.51	50.23	Give me two.	Ross	Give me two.	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
36	29	50.23	51.35	Then why do you ask?	Rachel	Then why do you ask?!	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
36	30	53.99	54.47	Okay.	Ross	okay	Ross	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
37	31	54.47	55.27	Wish me luck.	Ross	Okay, wish me luck.	Ross	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
37	32	55.27	56.71	Okay, I'm going with you.	Phoebe	Okay. I’m going with you.	Phoebe	present	char_tracker_stage05	ross	absent	0.0000		low	speaker_offscreen
37	33	57.11	57.51	Why?	Ross	Why?!	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
37	34	57.67	59.09	Ro, you're tired.	Phoebe	Ross, you're tired	Phoebe	present	char_tracker_stage05	phoebe|rachel|ross	present	0.6667		medium	
37	35	59.09	60.25	You've been looking all night.	Phoebe	Ross, you’re tired. You’ve been looking all night. And clearly you suck at this.	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
37	36	60.25	62.13	And clearly you suck at this.	Phoebe	And clearly you suck at this	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
37	37	63.25	65.73	I have documented night blindness.	Ross	I have documented night blindness!!!!!!	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
37	38	67.57	68.53	No, you don't.	Rachel	No you don't.	Rachel	present	char_tracker_stage05	phoebe|rachel|ross	present	1.0000		high	
37	39	68.53	69.97	Okay, but I don't suck.	Ross	Ok but I don't suck!	Ross	present	char_tracker_stage05	phoebe|rachel|ross	present	1.0000		high	
