scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	4.48	5.04	Oh, hey.	Phoebe	Oh hey	Phoebe	present	char_tracker_stage05	joey|monica|phoebe	present	0.5000		medium	
1	2	5.28	6.32	How was your audition?	Phoebe	(To Joey) Oh hey! How was your audition?	Phoebe	present	char_tracker_stage05	joey|monica|phoebe	present	1.0000		high	
1	3	8.0	9.12	I'm sorry, do I know you?	Joey	I’m sorry, do I know you?	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
1	4	11.6	12.48	What are you doing?	Phoebe	What are you doing?	Phoebe	present	char_tracker_stage05	joey|monica|phoebe	present	1.0000		high	
1	5	12.48	12.84	Nothing.				present	char_tracker_stage05	joey|monica|phoebe	unknown			low	missing_speaker
1	6	12.84	14.2	I'm just practicing blowing you off.	Joey	Nothing, I’m just practicing blowing you off because I’m gonna be a big movie star!	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
1	7	14.2	15.6	Cause I'm gonna be a big movie star.	Joey	nothing because i'm gonna be a big movie star	Joey	present	char_tracker_stage05	joey|monica	present	1.0000		low	low_speaker_confidence
1	8	15.84	17.68	Oh, you got it?	Phoebe	Oh! You got it?!	Phoebe	present	char_tracker_stage05	joey|monica|phoebe	present	0.6667		high	
1	9	17.68	20.16	Well, no, not yet, but the audition went really good.	Joey	Well, no not yet. But the audition went really good.	Joey	present	char_tracker_stage05	joey|monica	present	1.0000		high	
1	10	20.56	21.4	What was it for?	Monica	What was it for?	Monica	present	char_tracker_stage05	joey|monica	present	1.0000		high	
1	11	21.4	27.52	Oh, it's this big budget period movie about these three Italian brothers who come to America around the turn of the century.	Joey	Oh, it’s this big budget period movie about these three Italian brothers who come to America around the turn of the century. It’s really classy! Oh, and the director is supposed to be the next, next Martin Scorcese.	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
1	12	27.52	29.39	It's really classy.	Joey	It's really classy	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
1	13	29.63	33.15	And the director is supposed to be the next next Martin Scorsese.	Joey	Oh, and the director is supposed to be the next, next Martin Scorcese	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
1	14	35.63	36.59	The next next?	Phoebe	The next, next?	Phoebe	present	char_tracker_stage05	joey|monica|phoebe	present	1.0000		high	
1	15	36.83	42.83	Yeah, there's this guy from Chicago supposed to be the next Martin Scorsese, but then this guy's right after him.	Joey	Yeah, there’s this guy from Chicago who’s supposed to be the next Martin Scorcese, all right? But then this guy’s right after him. (Joey’s cell phone rings and he answers it.) Hello!	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
1	16	46.51	47.07	Hello?	Joey	hello	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
1	17	47.71	49.79	Joey, it's Estelle.	Estelle	It's Estelle	Estelle	partial	char_tracker_stage05		unobserved			medium	
1	18	49.95	51.87	I just talked to the casting people.	Estelle	Joey! It’s Estelle! I just talked to the casting people; they loved you!	Estelle	absent	char_tracker_stage05		unobserved			high	
1	19	52.03	53.63	They loved you.	Estelle	they loved you	Estelle	present	char_tracker_stage05	joey	unobserved			medium	
1	20	53.95	54.91	They loved me?	Joey	(to Monica and Phoebe) They loved me!	Joey	present	char_tracker_stage05	joey|monica|phoebe	present	1.0000		high	
1	21	56.22	58.54	Yeah, and they want to see you again tomorrow.	Estelle	Yeah, they wanna see you again tomorrow.	Estelle	partial	char_tracker_stage05		unobserved			high	
1	22	58.7	59.58	Oh, my God.	Joey	(on phone) Oh my God!	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
1	23	59.74	60.86	It's just one thing.	Estelle	There's just one thing	Estelle	present	char_tracker_stage05	joey	unobserved			medium	
1	24	61.26	64.22	Do you have a problem with full frontal nudity?	Estelle	There’s just one thing. Do you have a problem with full frontal nudity?	Estelle	partial	char_tracker_stage05		unobserved			high	
1	25	66.62	67.66	Are you kidding me?	Joey	Are you kidding me	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
1	26	67.66	69.34	I never rent a movie without it.	Joey	Are you kidding me? I never rent a movie without it! (Listens) Oh. (Listens) Uh, okay uh let me call you back. (Hangs up.)	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
1	27	71.34	76.22	Oh, okay, let me call you back.	Joey	are you kidding me oh uh okay uh let me call you back	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
1	28	77.42	78.22	What's the matter?	Phoebe	What’s the matter?	Phoebe	present	char_tracker_stage05	joey|monica|phoebe	present	1.0000		high	
