scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
53	2	11.36	12.64	You're going to cover me?	Chandler	medium	scene_context_inference	0.68	dialogue	True	False	Chandler	Chandler		True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	chandler	present			medium	
54	3	12.64	14.32	Wait, maybe, maybe you're overreacting.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Rachel		Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(To Rachel) Wait! Maybe, maybe you’re overreacting! You do that y’know.	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
54	4	14.32	17.52	You do that, you know, Phoebe, we gotta do something.	Rachel	medium	name_address_rule	0.74	dialogue	True	False	Phoebe | Rachel	Phoebe	Rachel	True	speaker_no_face	Utterance names the previous speaker, so the next speaker is more likely.				absent	char_tracker_stage05		absent			medium	speaker_no_face
54	5	18.4	20.68	You know, I mean there's no way Joey's gonna make it in time.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Rachel	Rachel	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Well Phoebe, we gotta do something! (They turn the corner.) Well, y’know. I mean there’s no way Joey’s gonna make it in time. So I’m gonna through the hotel and see if there’s any other weddings going on.	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
54	10	28.08	28.32	Bye.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe | Rachel	Phoebe	Phoebe	True	scene_end_short_utterance | speaker_no_face	Filled from previous same-scene context.				absent	char_tracker_stage05		absent			medium	speaker_no_face
54	11	28.32	28.64	Bye.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe | Rachel	Phoebe	Phoebe	True	scene_end_short_utterance | speaker_no_face	Filled from previous same-scene context.				absent	char_tracker_stage05		absent			medium	speaker_no_face
54	12	39.29	42.13	Anastasakis Papa Sifakis wedding.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe | Rachel	Phoebe	Phoebe	True	medium_confidence_context_fill | speaker_offscreen	Filled from previous same-scene context.				present	char_tracker_stage05	rachel	absent			low	speaker_offscreen
54	13	42.13	42.65	Excellent.	Phoebe	medium	scene_context_inference	0.68	dialogue	True	False	Phoebe | Rachel	Phoebe		True	scene_end_short_utterance | speaker_offscreen	Filled from previous same-scene context.				present	char_tracker_stage05	rachel	absent			low	speaker_offscreen
56	14	45.69	46.73	Congratulations.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | The Priest		Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	} Congratulations	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
56	15	47.77	48.73	Mazel tov.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | The Priest	Rachel	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Mazel Tov	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
56	16	50.09	50.57	Hi.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | The Priest	Rachel	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hi	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
56	17	50.73	51.85	Oh, great hat.	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | The Priest	Rachel	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Oh, great hat	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
56	23	63.77	71.13	Monica Stephanopoulos and Chandler Acidopoulos.	Rachel	medium	scene_context_inference	0.68	dialogue	True	False	Rachel | The Priest	Rachel		True	medium_confidence_context_fill	Filled from previous same-scene context.				present	char_tracker_stage05	rachel	present			medium	
57	24	75.61	76.09	Hi.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Mr. Geller | Mrs. Geller | Mrs. Bing | Mr. Bing		Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hi	Ross	Ross	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
57	25	77.05	77.53	Hi.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Mr. Geller | Mrs. Geller | Mrs. Bing | Mr. Bing	Ross	Ross	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hi	Ross	Ross	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
58	57	155.81	156.25	Yeah.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Ross | Monica | Phoebe	Ross		True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Yeah!	Phoebe	Phoebe	present	char_tracker_stage05	ross	absent	0.0		low	speaker_offscreen
59	58	163.05	163.93	What's going on?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Ross		Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	What’s going on?	Phoebe	Phoebe	present	char_tracker_stage05	ross	absent	0.0		low	speaker_offscreen
61	62	175.67	177.79	Aaron, you gotta let me go.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | The Director		Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Aaron! You gotta let me go. The guy’s hammered!	Joey	Joey	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
62	67	198.95	201.5	So I. I just talked to the director.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Richard | Joey	Richard	Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	So I uh, I just talked to the director. That’s it, we’re done for the day.	Joey	Joey	partial	char_tracker_stage05		absent	0.25		medium	speaker_no_face
62	81	225.74	226.5	No, no, no, no.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Richard | Joey	Richard	Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	No-no-no	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
62	82	226.5	227.18	We gotta go.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Richard | Joey	Joey	Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	No-no-no! We gotta go! Come on! (Joey picks him up in a fireman’s carry and carries him out.) Here we go.	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
62	83	227.26	227.82	Come on.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Richard | Joey	Joey	Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Come on	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
62	84	228.22	228.78	Here we go.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Richard | Joey	Joey	Richard	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Here we go	Joey	Joey	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
64	86	240.7	241.5	There he is.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler		Chandler	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(turning a corner) There he is!!	Ross	Ross	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
64	87	241.9	242.3	What?	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler	Ross		True	speaker_no_face	Speaker agrees with available community-transcript mapping.	What?	Chandler	Chandler	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
65	88	243.34	247.34	Hey, you're not getting away this time, mister.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler | Phoebe | Phoebe and Ross		Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	You're not getting away this time mister	Ross	Ross	present	char_tracker_stage05	chandler	absent	0.4		low	speaker_offscreen
65	92	260.18	261.7	That's right, I'm not.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler | Phoebe | Phoebe and Ross	Ross	Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	(standing up) That’s right! I’m not!	Chandler	Chandler	present	char_tracker_stage05	phoebe|ross	absent	0.0		low	speaker_offscreen
65	93	262.1	263.3	Then where the Hell have you been?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler | Phoebe | Phoebe and Ross	Chandler	Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Then where the hell have you been?!	Ross	Ross	present	char_tracker_stage05	chandler|phoebe	absent	0.0		low	speaker_offscreen
65	96	268.9	270.74	Yeah, I heard you and Rachel talking.	Phoebe	medium	scene_context_inference	0.66	dialogue	True	False	Ross | Chandler | Phoebe | Phoebe and Ross	Phoebe	Ross	True	two_sided_context_ambiguous	No direct transcript match; longer line defaulted to previous speaker in same scene.				present	char_tracker_stage05	chandler|phoebe|ross	present			medium	
65	97	270.82	271.22	What?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler | Phoebe | Phoebe and Ross	Phoebe	Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	What?	Ross	Ross	present	char_tracker_stage05	chandler|phoebe	absent	0.0		low	speaker_offscreen
65	98	271.22	271.62	What?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler | Phoebe | Phoebe and Ross	Ross	Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	What	Ross	Ross	present	char_tracker_stage05	chandler|phoebe	absent	0.0		low	speaker_offscreen
65	99	271.62	272.5	Talking about what?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler | Phoebe | Phoebe and Ross	Ross	Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	What?! What?! Talking about what?!	Ross	Ross	present	char_tracker_stage05	chandler|phoebe	absent	0.0		low	speaker_offscreen
65	101	273.86	274.18	No.	Ross	medium	short_turn_alternation	0.7	dialogue	True	False	Ross | Chandler | Phoebe | Phoebe and Ross	Chandler	Ross	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	chandler|ross	present			medium	
65	104	277.38	278.5	Yoliyah.	Chandler	medium	short_turn_alternation	0.7	dialogue	True	False	Ross | Chandler | Phoebe | Phoebe and Ross	Phoebe	Chandler	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	chandler|phoebe|ross	present			medium	
65	115	306.13	306.49	Yeah.	Phoebe	medium	short_turn_alternation	0.7	dialogue	True	False	Ross | Chandler | Phoebe | Phoebe and Ross	Chandler	Phoebe	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	chandler|phoebe|ross	present			medium	
65	116	306.49	309.85	You know, and I thought anything that can fit into this can't be Be scary.	Phoebe	high	scene_context_bridge	0.88	dialogue	True	False	Ross | Chandler | Phoebe | Phoebe and Ross	Phoebe	Phoebe	True	speaker_offscreen	Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	chandler	absent			low	speaker_offscreen
65	120	323.85	324.41	Dude.	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Chandler | Phoebe | Phoebe and Ross	Chandler		True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Dude. (Hugs him.)	Ross	Ross	present	char_tracker_stage05	chandler	absent	0.0		low	speaker_offscreen
67	124	340.25	340.96	Oh, look at.	Mrs. Bing	low	scene_context_inference	0.58	dialogue	True	False	Mr. Bing | Mrs. Bing | Chandler	Mr. Bing	Mrs. Bing	True	two_sided_context_ambiguous | low_speaker_confidence	No direct transcript match; weak local context only.				present	char_tracker_stage05	chandler	unobserved			low	low_speaker_confidence
69	133	367.89	374.57	Joey, huh?	Ross	high	community_transcript_match	1.0	dialogue	False	True	Ross | Phoebe		Ross	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	Huh	Ross	Ross	present	char_tracker_stage05	chandler	absent	0.125		low	speaker_offscreen
71	143	417.99	419.03	You look beautiful.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Chandler | Monica		Chandler	True	speaker_offscreen	Speaker agrees with available community-transcript mapping.	You look beautiful. Is this new? (Her dress.)	Chandler	Chandler	present	char_tracker_stage05	monica	absent	0.3333		low	speaker_offscreen
72	147	428.05	428.61	Who is this?	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica | The Priest | Chandler | Rachel | Joey		The Priest	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(To Chandler) Who is this?	Monica	Monica	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
72	151	439.97	441.169	Dearly beloved.	The Priest	medium	short_turn_alternation	0.7	dialogue	True	False	Monica | The Priest | Chandler | Rachel | Joey	Rachel	The Priest	True	short_utterance_between_two_speakers	Short utterance inferred from local turn alternation.				absent	char_tracker_stage05		unobserved			medium	
72	160	472.25	472.89	Okay.	Joey	high	scene_context_bridge	0.88	dialogue	True	False	Monica | The Priest | Chandler | Rachel | Joey	Joey	Joey	True	speaker_offscreen	Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	chandler	absent			low	speaker_offscreen
72	164	501.32	509.04	And now, as I've left my notes in my dressing room we shall proceed to the bows.	Joey	medium	scene_context_inference	0.7100000000000001	dialogue	True	False	Monica | The Priest | Chandler | Rachel | Joey	Joey	Joey	True	medium_confidence_context_fill	Continuation-style opener favors previous speaker within the same scene.				present	char_tracker_stage05	joey	present			medium	
72	165	509.12	509.92	Monica.	Joey	medium	scene_context_inference	0.68	dialogue	True	False	Monica | The Priest | Chandler | Rachel | Joey	Joey		True	scene_end_short_utterance	Filled from previous same-scene context.				present	char_tracker_stage05	joey	present			medium	
73	169	520.72	521.36	Chandler.	Monica	medium	short_turn_alternation	0.7	dialogue	True	False	Monica | Rachel | Joey	Rachel	Monica	True	short_utterance_between_two_speakers | speaker_offscreen	Short utterance inferred from local turn alternation.				present	char_tracker_stage05	joey	absent			low	speaker_offscreen
73	170	522.8	527.6	For so long, I. I wondered if I would ever find my prince.	Monica	high	scene_context_bridge	0.88	dialogue	True	False	Monica | Rachel | Joey	Monica	Monica	True	speaker_offscreen	Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	chandler|joey	absent			low	speaker_offscreen
73	171	529.12	530.24	My soulmate.	Monica	high	scene_context_bridge	0.88	dialogue	True	False	Monica | Rachel | Joey	Monica	Monica	True	speaker_offscreen	Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	chandler|joey	absent			low	speaker_offscreen
74	188	612.31	613.67	You want to know if I'm sure?	Chandler	medium	scene_context_inference	0.66	dialogue	True	False	Chandler | Joey | Monica | Ross	Chandler	Joey	True	two_sided_context_ambiguous	No direct transcript match; longer line defaulted to previous speaker in same scene.				present	char_tracker_stage05	chandler|joey	present			medium	
