scene_id	scene_desc	start	end	shot_ids
10	Central Perk, Chandler is there.	0.40	16.00	1,2,3,4
11	Allesandro’s, Joey is eating some cheese.	21.84	133.06	5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,22,26,27,28,29,30,31,32
12	Cut to later.  The other waiters are gone and Monica is confronting Joey about his not speaking up.	135.62	178.13	34,35,36,37,39,40,41,42
13	Central Perk, Phoebe is working on her holiday song, Chandler is sitting on the couch reading a magazine, and Ross is sleeping on the couch.	179.81	253.47	44,45,46,47,48,49,50,52,53,55,56,57,58,59,60
14	Chandler and Joey's, Chandler is playing living room golf as Rachel enters. Rachel sees this and holds the door open until Chandler is ready to start his swing, when he is, she slams the door shut which causes the club to fly from his hands. He turns around, shocked.	267.95	348.23	63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
15	pause	352.47	362.60	77
16	A train to Poughkeepsie, Ross is asleep against the window.	367.48	383.88	77,78
17	Allesandro’s, Monica is cooking.	387.56	400.87	78,79,80,81
18	She goes into the freezer to get it herself, and leaves the door open. The waiter from earlier comes by and closes the door.	410.15	511.23	82,83,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,106,107,109
19	The train, it’s pulling into a station.	514.83	565.48	109,110,112,113,114,115,116,117,118,119,120
20	Allesandro’s, Joey is coming back in with his coat on.	569.48	598.72	120,121,122,123,124,125,126
22	Central Perk, Phoebe is getting ready to sing her Christmas song.	602.88	655.00	129,142,143,145
