scene_id	scene_desc	start	end	shot_ids
24	Dr. Burke’s office, Tim is examining Monica.	0.24	9.68	1,2,3
25	Monica and Rachel's, It’s closer to dinner. Monica has just told everyone that Tim is coming to dinner.	16.32	177.91	4,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
26	There’s a knock on the door.	177.91	214.04	47,48,49,50,51,52,53,54,55
27	cut to later, Joey, Rachel, Ross, and Tim are watching the football game, and they all cheer loudly.	214.04	215.76	55
28	A commercial for sunglasses comes on.	221.04	272.11	58,59,60,61,63,64,65,67,68,69
29	There’s a loud knocking.	274.43	317.64	70,71,72,75,76,77,78,79,80
30	an awkward silence follows	323.88	388.48	84,85,86,87,88,89
31	Rachel comes back carrying a shoe box.	390.16	413.30	90,91,92,94
33	Cut to the balcony Monica goes onto the balcony.	420.90	467.40	95,96,97,98,99,100,101,102,103,104,105,106,107
34	Tim leans in to kiss her. They stop, and when he tries to kiss her again, Monica pulls away.	479.46	498.90	110,111,112,113
35	They both shiver in horror.	501.88	520.20	113,114,115,116,117
37	cut to later, Tim has left. Monica is still shivering. There’s a knock on the door.	539.70	652.32	119,120,121,122,123,124,125,126,127,128,129,130,132,133,134,135,136,137,138,140
38	She gets up and leaves, Chandler waves good-bye with one finger extended through the air hole. Ross glares at Joey.	663.11	683.51	141,142,143,144,145,146,147
39	Joey says something unintelligible and they hug.	688.31	692.74	150,151,152
40	After he’s gone.	697.21	699.13	154
42	Monica and Rachel's Balcony, the gang is all there watching Chandler.	706.17	728.79	155,156
43	They watch them making up and sigh	736.55	737.67	158,159
