scene_id	scene_desc	start	end	shot_ids
1	Central Perk, the gang's all there. Joey is doing a crossword puzzle. Monica looks over to see what he is writing.	4.16	49.17	2,4,5,7,8
2	Ross has a slip of paper that he throws on the ground tying to get Rachel's attention	49.97	67.02	8,9,11
4	Central Perk, the next morning. Chandler, Monica, Ross, and Rachel are there.	77.10	86.01	12,13,14,15,16
5	Chandler is talking to Monica and notices a beautiful woman.	91.53	117.05	18,19,20,21,22,23
6	Ross glares at Chandler.	121.53	262.54	25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51
7	Chandler and Joey's, Chandler is walking into the living room having just gotten up in the middle of the night.	271.02	333.47	53,54,55,56,57,58,59,60,62,63,64,65,66,68,69
8	Chandler jumps into the canoe and sits down. The chick starts chirping and Chandler reaches down to pick him up.	340.06	347.10	71
9	Central Perk, the next night, Phoebe is finishing up her set.	350.30	445.66	72,74,75,77,78,80,81,82,83,85,86,87,88,89,90,91,92,93,94,95
10	Monica and Rachel's, Phoebe and Monica are there.	455.50	636.55	98,99,100,101,103,104,105,106,107,109,110,111,112,113,114,115,116,117,118,119,121,123,124,125,126,127,128,129,130,131,133,134,135,136,137,138,139,141
11	Amanda's apartment, Ross is arriving with Ben.	642.79	701.36	143,144,145,146,147,148,149,150,152,154,156,157,158
