scene_id	scene_desc	start	end	shot_ids
27	Rachel goes into talk to Chandler.	0.48	112.42	1,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32
28	He starts to put his pants on, but Rachel manages to drag him to the chair. When they get to the chair, Chandler drops his pants and knocks the chair away. Rachel then backs him up and locks him to the top drawer of a filing cabinet.	120.20	121.24	34
29	Chandler and Joey's, The salesman is trying to sell Joey the encyclopedias.	124.44	166.23	36,37,38,39,40,41,42,43,44,45,46
30	Monica’s childhood bedroom (which has been turned into a gym), Monica is lying on the treadmill as Phoebe enters.	171.27	240.59	48,49,50,51,52,53,54,55,56,58,59,60,61,62
31	She exits and Phoebe goes over and sits down at the machine that works your shoulders and tries to do one, which she does, easily.	241.63	253.31	62,63
32	Joanna’s office, Rachel and Chandler are having a little tug-of-war with his pants.	253.71	296.25	63,64,65,66,67,68,70,71,72,73,74,75,76,77
33	She closes the door and puts his tie into his mouth as a gag.	296.25	297.33	77
34	Chandler screams a little bit, then realizes that he can spit out his gag. He does so with a ‘Pouff!’	305.25	310.14	79
35	Chandler and Joey's, Joey is now reading the ‘V’ book, with the salesman watching.	315.02	394.22	80,81,82,84,85,86,87,88,89,90,91,92,93,94,95,96
36	Joanna’s office, Rachel and Chandler are still negotiating.	399.34	454.09	98,99,100,101,102,103,104,105,106,107,108,109,110,112,113,114,115,116
37	The Geller’s kitchen, Phoebe is bringing in some dirty dishes.	458.97	526.20	117,118,120,121,122,123,124,125,126,127,128,129,131,132,133
38	Central Perk, all except Chandler, are there.	533.16	542.92	135,136,137,138
39	She motions for them to come closer, they lean in and she whispers what Rachel told her. The guys both lean back laughing.	543.32	603.31	138,139,141,142,143,144,145,146,147,148,149,150,151,152,153,155,156,157,158
42	Rachel’s office, Rachel is coming in for the day.	612.91	632.27	160,161,162,164,165
43	She goes back and forth, not sure what to do first, put the bagel down or grab the key. She finally puts the bagel down and grabs the key and just sets them down on Joanna's desk.	632.63	651.59	165,167,168,170
