scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, erm, Chandler and Joey's, Joey is getting ready for a fishing trip and Phoebe is asking him about the fishing lures. Ross is playing with the rod, and Monica is pretty much just watching the on goings.	3.44	46.33	1,2,3,4,6,7,8,9,10,12,13,14
2	Chandler enters from his bedroom, all depressed and wearing sweat pants, with the chick and duck in tow.	51.93	114.74	17,22,23,24,25,26,27,28,29,30,31,32
4	Bloomingdale’s, Rachel is still dressing Joshua. He is trying on a pair of pants.	126.81	154.05	33,34,35,36,37,38,39
5	Rachel turns around and walks into a mannequin.	157.17	255.83	42,43,44,45,46,47,48,49,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
6	Monica and Rachel's, erm, Chandler and Joey's, Chandler is in his sweats flinging playing cards into a pot.	255.91	300.77	68,69,70,73,75,76,77,78,80,81,82
7	Chandler imitates retching and gets out of the chair.	307.65	392.70	83,84,85,86,87,88,90,91,92,93,94,97,98,99,100,101,102
8	There’s a knock on the door.	392.70	478.43	102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,118,119,120,121
9	Pause	482.36	490.60	123,124,125,126
10	Monica and Rachel's, erm, Chandler and Joey's, the next morning, Monica and Phoebe are eating breakfast.	499.56	525.53	126,127,128,129,130,131,132,133,134
11	He opens the door to reveal Rachel.	526.25	589.84	134,135,137,138,139,140,141,142,143,144,145,146,147,148
12	Chandler enters from his bedroom.	594.32	603.68	150,151,152,153
13	The phone rings and Monica answers it.	607.76	644.46	154,155,156,157,158,159,160,161,162,163,164,165,166
14	cut to Ross in Vermont, talking on the phone.	645.90	650.22	168,169
15	cut back to Chandler and Joey’s.	650.22	659.07	169,170,171,172
