scene_id	scene_desc	start	end	shot_ids
1	A Theatre, Chandler and Ross are there to watch the premiere of Kathy’s play.	4.56	14.00	2
2	The play starts.	22.64	24.08	3
3	Onstage there’s a knock on the door and Kathy opens it. We don’t see what’s going on, only hear it.	26.63	45.03	3
4	Ross and Chandler have stunned looks on their faces as Kathy and her co-star start making out.	47.75	62.52	3
5	Kathy’s co-star rips her blouse off and buttons go flying into the audience, and one hits Ross. Chandler’s mouth is on the floor.	67.64	69.16	3
7	Chandler and Joey's, erm, Monica and Rachel's, Monica is still unpacking after the move, and Phoebe is their also.	82.37	91.41	5,6,7
8	Rachel enters	94.37	140.62	9,10,11,13,14,15,16,17,18,19,20,21,22
9	Joey climbs up on the counter and starts looking at the top of the cabinets.	144.46	146.94	23
10	Central Perk, Ross and Chandler are entering after the play. Phoebe and Joey are already there.	151.82	264.54	24,25,26,27,28,29,30,31,32,33,34,35,36,39,40,41,42,43,44,45,46,47,48,49,50,51
11	Monica and Rachel's, erm, Chandler and Joey's, the gang minus Monica and Rachel are eating breakfast. Ross and Chandler are sitting at the foosball table and eating.	270.14	337.92	53,54,55,56,58,59,60,61,63,64,66,68,69,70,71,72,74,76
12	Bloomingdale’s, Rachel’s new job.	345.76	369.77	77,78,79,80,81
13	It’s a really good-looking man, Joshua, that Rachel has an instant crush on. Well actually it’s Tate Donovan, so it’s not like she’s really testing her acting skills.	373.21	385.58	83,84,85,86,87
14	He walks over to look and some clothes and Rachel quickly turns around and adjusts her bra, trying to show off her assets.	390.46	434.12	88,89,90,91,93,94,95,96,97,99,102,103
15	He walks out and Rachel stares at his butt as he leaves. He makes a wrong turn.	434.12	436.04	103
16	Kathy’s play, Ross and Chandler are waiting for her in the lobby after the play.	442.08	479.94	104,105,106,107,108,109,111,112,113,114,115,116,117,118,119
17	Chandler laughs without opening his mouth.	485.22	491.02	120,121,123
18	"Chandler mumbles something, and Ross tells him to ""Come on."""	491.02	553.63	123,124,125,126,127,128,129,130,131,132
19	Monica and Rachel's, erm, Chandler and Joey's, Joey, Phoebe, and Ross are there eating pizza as Rachel enters.	553.71	589.03	132,133,134,135,136,137,138,139,140
20	He goes over and opens the door to reveal Monica holding a plate of cookies and a fan to blow the smell across the hall.	595.67	619.53	140,141,142,143,144,146
21	Rachel laughs hysterically for no reason.	619.53	660.18	146,147,148,149,150,151,152,153,154,155,156,157,158
