scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's erm, Chandler and Joey's, Chandler and Monica are there. Phoebe knocks on the door and enters not saying a word.	2.32	3.00	3
19	Cut to later, the whole group is seated on the floor and Rachel is explaining the rules of Spin the Bottle.	3.00	12.72	3,6
23	They both move to kiss again.	14.48	28.33	6,8,9,10,11
24	Rachel spins the bottle and it lands on... Joshua. Rachel squeals in delight and starts a slow sexy crawl over to Joshua, making sure he and everyone else watching gets a good look at her cleavage.	28.65	39.05	11,12,13,14
25	They all stand up and go over to Phoebe to feel the baby, preventing Rachel from kissing Joshua.	43.77	58.07	16,18
27	Cut to later. The Spin the Bottle game is over and Chandler is making a sandwich as Phoebe watches.	63.03	67.99	20,21
28	He takes a bite out of the sandwich and as he does so, Phoebe attacks the other end and starts devouring the sandwich.	69.35	105.25	22,23,24,25,26,28
29	Cut to the living room Ross, Chandler, and Emily are all laughing.	109.01	131.15	30,31,32,33,34,35
30	Cut to later, Phoebe is finishing off her steak.	140.51	185.04	36,37,38,39,40,41,42,43
31	Cut to Ross and Emily standing by the foosball table.	187.91	191.75	45
32	Rachel enters, she has changed once again. This time into her high school cheerleading uniform.	196.39	261.98	47,48,49,50,51,52,53,54,55,57,58,59,61
33	Joey and Monica rush over to her.	263.98	297.57	62,63,64,65,66,67,68,70,71
35	Cut to Gunther and Emily.	300.77	302.13	72
36	Cut to Chandler’s bedroom.	305.65	359.86	74,76,77,78,79,80,81,82,83,84
37	She is still yanking on the bra, but it is stuck in her sleeve. Finally, she gives up.	362.74	474.22	84,85,86,87,88,89,90,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
38	The hallway, Ross is sitting on the step drinking a beer as Rachel comes out of the guys apartment.	478.94	625.13	110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,128,129,130,131,132,133,134
39	He does so, and immediately starts looking pathetic.	632.33	653.00	134,136,138,140,141
40	They move to kiss, but realize that Chandler is staring at them. Chandler urges them on.	664.12	676.61	146,147
42	Monica and Rachel's erm, Chandler and Joey's, the next day. Phoebe is busy making a sandwich.	681.17	714.19	147,148,149,150,151,152,153,154,155,156
