scene_id	scene_desc	start	end	shot_ids
9	Monica and Rachel's erm, Chandler and Joey's, later that same day. Joey and Chandler are eating pizza, and Phoebe is trying to knit something.	2.32	19.84	3,5,6,7,8
10	They both rejoice; Chandler is totally confused.	19.92	27.38	8,9,10
11	He looks to Chandler, who doesn’t have a clue.	27.38	35.78	10,11,13
12	Joey turns and is angry that Chandler didn’t come up with the answer.	38.82	74.43	15,16,17,18,19
13	Both Joey and Chandler and Monica and Rachel jump up and down for joy.	76.67	100.25	20,22,23,24,25,28
14	They all look to Phoebe to settle this.	102.25	151.95	29,30,32,33,34,35,36,37,38,39,40,41,42,43,44
15	Ross’s apartment, Emily has packed as Ross returns.	160.75	306.68	46,47,48,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,69,70,71,73,74,75,77,78,79,80,82
16	They kiss and hug.	306.68	333.77	82,83,85,86,87
17	He tries to put it on her finger.	333.77	343.45	87,88,89,90
19	The hallway, Joey and Chandler are coming back from the game.	355.45	372.23	91,92,93,94
20	He knocks on the girls’ door and walks in. Surprise! The girls, obviously using Star Trek technology, have completely moved everything in both apartments back to their original positions, all in the time it took for the guys to go to a basketball game. Wow! Anyhoo, Chandler is stunned, and Joey doesn’t even realize it.	379.03	389.71	94,95
21	They both sprint to what used to be their apartment.	389.71	390.91	95
22	A very angry Monica opens the door with the security chain still on.	392.59	403.95	96,97
23	It’s Rachel’s turn to open the door.	405.39	421.85	98,100,101
24	She goes to close the door, but Chandler puts his foot it in.	424.49	459.78	101,102,103,104,105,106,107,108,109
25	They open the door.	462.34	482.40	110,111,112,113,116
26	Time lapse. The guys are entering their apartment.	486.96	491.04	117,118
28	Cut to the girls apartment.	497.12	546.11	119,120,121,122,123,124,126,127,129,130
29	The gang is stunned.	546.19	562.91	130,131,132,133
30	Rachel slowly walks in from her bedroom. She is stunned speechless.	562.99	585.32	133,135,140,141,142
31	Seeing Rachel’s apparently okay with this, the rest of the gang jumps up to congratulate Ross and Emily on their pending nuptials.	585.32	602.12	142,146,147
34	Joey joins him.	613.38	640.67	150,153,156
