scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Ross and a beautiful blonde (Cheryl) are standing outside. The rest of the gang is watching from inside.	2.56	6.96	1,2
2	inside	7.20	13.52	2,3,4
3	Cheryl walks away and Ross walks inside. Everyone stares at him in disbelief.	19.44	79.86	7,8,10,11,13,14,15,16,17,19,21,22
5	Monica and Rachel's. Ross, Rachel, and Phoebe are there. Chandler enters.	89.69	236.03	24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,43,45,46,47,48,49,51,52,53,54,55,56,57,58,59,60,62,63,64,65,66
6	Joey enters	236.35	241.79	67,68
7	Kathy whispers something in Joey's ear	246.20	275.59	70,73,74,75,76,77,78
8	cut to a new scene, also in Monica and Rachel's apartment. Rachel is sitting, Phoebe is nearby.	281.59	297.35	80,81,82,83,84
9	Monica enters	297.35	369.86	84,85,86,87,88,89,90,91,92,93,94,95,96,97,99,102,103,104,107
10	Outside Cheryl's apartment, Ross and Cheryl are kissing	370.18	393.52	107,108,109,110,114
11	They go into the apartment. Inside the apartment it looks like a sewage dump exploded and landed in her living room. There are clothes and food and junk covering every square inch of space. I mean pigs have nicer pens. Ross is completely shocked.	393.84	441.37	114,115,116,117,118,119,120,121,122,123,124,125,126,127
12	A kitchen where Phoebe and Monica are finishing up a catering job	448.65	471.14	128,129,130,131,133
13	cut to the living room of the same dwelling, where the funeral guests are mingling. Monica enters.	472.10	505.55	133,134,136,137,138,139,140,142
14	Monica and Rachel's, Rachel is on the couch still doing the crossword. Chandler is in the kitchen.	513.47	646.56	144,145,146,147,148,150,151,152,153,154,156,157,158,159,160,161,162,163,165,167,168,170,171,172,173,174,175,176,177,179
15	Back in the kitchen at the funeral. Phoebe is there, Monica enters.	651.20	686.12	181,182,183,185,186,187,188
