scene_id	scene_desc	start	end	shot_ids
16	They kiss again and stop suddenly.	1.20	51.19	2,3,4,5,6,7,8,9,10
17	Central Perk, Ross is performing, his music hasn’t improved.	61.52	77.36	11,13,14,15
18	cut back to Ross who finally finishes his so-called song with the same crash from before. He gets some applause, mainly ‘cause he’s done.	97.50	130.25	19,20,21,22
19	Rachel and Monica look at each other, and agree on something without saying anything.	134.01	152.74	23,24,25,26,27
20	Chandler and Joey's, Joey is opening the door, but Chandler has the chain on it.	159.06	245.65	28,29,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
21	Central Perk, Ross has just finished playing.	245.65	304.80	53,54,55,56,57,58,59
22	Central Perk, Everyone is there minus Joey. Rachel is on the couch talking to some guy while Monica is eavesdropping.	310.64	318.16	61,62,63,64
23	Monica runs over to Rachel on the couch.	322.96	352.78	64,65,66,67,68,69,70,71,72,73,74
24	Chandler enters	355.31	418.76	76,77,78,79,80,81,82,84,85,86,87,88,89,90,91,92,94,95,96,97
25	A Restaurant called Wicked Pete's Brews. Rachel is dining by herself.	423.80	469.56	98,100,101,102,103,104,105,106,108
26	Chandler and Joey's, Joey is watching TV as Chandler enters.	469.72	666.63	108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,147,151,153
28	Central Perk, Ross is playing his music. Monica, Phoebe, and Rachel are sitting on the couch.	666.63	698.04	153,154,155,156,158,159,161
29	Ross finally finishes with the same crash, and gets some applause.	698.04	708.24	161,162,163,165
30	Phoebe gets up and goes to play, Ross goes over and sits down next to Monica and Rachel.	714.80	722.53	167,168,169
31	Both Monica and Rachel laugh.	725.25	729.33	170,171,172
