scene_id	scene_desc	start	end	shot_ids
1		0.24	6.64	1,2
24	Central Perk, Ross is telling Joey and Chandler about the letter.	6.72	73.96	2,3,4,5,7,8,9,10,11,12
26	A hallway in an apartment building. Phoebe is knocks on a door and it opens.	83.86	128.55	15,16,17,18,19,20,21,22,24
27	Ursula opens the door and hands her the note.	128.95	146.29	24,25,26,27
28	Monica and Rachel's, Chandler, Monica, and Joey are sitting at the table eating dinner and not talking. Ross and Rachel are outside cuddling on the balcony.	151.97	160.13	27,28
29	Joey hands her the cheese without looking at her.	160.13	162.95	28
30	Phoebe enters.	165.27	372.55	29,31,32,33,34,35,36,37,38,40,41,42,43,45,46,47,48,49,50,51,52,53,55,57,59,61,62,63,64,65,66,67,69,70,71
31	Central Perk, Phoebe is finishing up a song.	372.87	507.73	71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
32	Rachel’s bedroom. Ross and Rachel have just finished consummating the new relationship.	514.71	558.24	101,102
33	cut to Monica cleaning the floor in the kitchen	559.76	571.58	102,103,104,105
34	cut back to Rachel’s bedroom with both of them hurriedly getting dressed	572.62	652.47	105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
36	Monica and Rachel's, Chandler and Monica are playing cards at the dinner table.	658.15	683.90	122,123,124,126,127,128,129,131
