scene_id	scene_desc	start	end	shot_ids
36	Moving Shot towards The Waltham House. A phone is ringing.	2.64	27.36	2,3,4,5,6,7,8
37	The housekeeper hangs up.	28.55	91.47	9,10,11,12,13,14,15,16
38	Rehearsal dinner hall. Ross and Emily are standing in the reception area. Monica arrives with her parents.	92.51	146.81	16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32
40	Chandler and Joey are standing by the kitchen entrance. A waiter comes out.	147.21	191.88	32,34,35,36,37,38,39,40,41,42,43,44,45,46
41	Camera pans to the Geller family table. Ross, Rachel, Mr. and Mrs. Geller are there.	194.36	246.45	46,47,48,49,50,51
42	John F. Kennedy International Airport, Rachel is running to the ticket counter.	246.85	314.00	51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,69,70
43	The Rehearsal dinner hall. Ross is at the Walthams' table discussing the bill.	314.24	343.75	70,71,72,73,74,75,77
44	Monica and Rachel's, Phoebe is dialling the phone and Rachel runs in the door.	349.35	385.55	79,80,81,82,83,84,85
45	The Rehearsal Dinner Hall. Chandler, Joey, Ross, Emily, Monica, and all the bridal party are seated at the table. Chandler gets up to make a toast. He clinks his glass, but the napkin is still in the glass. Needless to say, it sounds weird. He takes out the napkin and clinks his glass again.	389.07	523.95	86,87,88,89,92,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,112,113,114,115
46	One of the bridesmaids, Felicity, puts her arm around Joey.	525.63	533.15	116,117
47	Later that evening at the rehearsal dinner. Chandler and Monica are sitting on a sofa. Chandler is covering his face in embarrassment because of the toast.	539.63	568.66	117,118,119,120,121,122,123
48	Ross and Emily's parents are seated at a table. Ross is between them and they are discussing the wedding bill.	575.30	592.50	125,126,127,128
49	Chandler's trying to console Monica.	597.30	624.24	130,131,132,133,134,135,136,137
50	The airport. Rachel runs up to the ticket counter.	628.00	665.50	137,138,139,140,141,142,143,144,145,146,147
51	Chandlers hotel room. Ross bursts into the room.	674.46	686.30	150,151,152,153,154,155
52	The Virgin Atlantic flight to London that Rachel is on.	712.84	736.61	157,158
