scene_id	scene_desc	start	end	shot_ids
1	Joey’s bedroom, he is asleep and snoring loudly. Chandler enters wondering who left their engine running.	12.00	26.80	4,5,6
2	Chandler acts disgusted, but is happy that Joey has stopped snoring. However, just as he is about to leave, Joey starts snoring again. So to get him to stop, he slams the door shut, waking Joey.	44.24	45.12	9,10
4	Central Perk, Chandler is getting another cup of coffee.	55.85	136.91	11,12,13,14,15,16,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34
5	Joey starts humming Here Come the Bride.	136.91	209.05	34,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,53
6	Monica and Rachel's, Rachel is not doing the dishes. She hears someone coming up the stairs and quickly puts down her magazine and pretends like she’s actually doing the dishes.	224.17	269.65	57,58,59,60,62,63,64,65,66
7	He goes over to hug her.	272.13	377.17	66,67,68,69,70,71,72,73,74,75,77,78,79,80,81,82,83,84,85,86
8	Beatrice Bridal Shop, Monica and Phoebe are there to pick up Emily’s dress.	380.53	413.96	86,87,88,89,90,91,92,93
9	Time lapse. Monica is wearing the dress and starring at herself in the mirror.	421.72	439.37	94,95,96,97,98
11	Joey’s bedroom, he’s snoring again and Chandler is there to roll him over.	451.21	474.39	100,101,102,103
12	Monica and Rachel's, Monica is doing the dishes.	474.55	494.86	104,106,107
13	Time lapse, Monica is now wearing the dress while doing the dishes and is making like she is thanking her guests for coming to her wedding. Paging Dr. Crane. Dr. Fraiser Crane!	495.82	517.89	107,108,109,110
15	Chandler and Joey's, Joey is complaining about going to the clinic.	527.09	666.97	110,111,112,114,115,116,117,118,119,120,121,122,123,124,126,127,128,129,130,132,133,134,135,136,137,138,139,140,141,142,145
