scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's, Joey is eating breakfast as Chandler comes out of his bedroom, ripping his coat in the process.	6.56	47.43	2,4,5,6,7,8,9,10,11,12
3	Monica and Rachel's, Monica and Ross are entering.	58.64	68.08	15,16,17,18
4	Monica goes to check her messages.	72.64	211.18	19,20,21,22,23,24,25,26,27,31,32,33,34,36,37,38,40,43,45,46,47,48
5	Central Perk, Phoebe is finishing up a song.	217.54	302.79	48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
6	Cut to someone entering Central Perk which lets a cat in. The cat then runs over to Phoebe’s guitar case and starts sniffing around.	302.87	396.15	64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,83,85,86,88,89,90,91
7	Monica and Rachel's, Rachel is working as Monica enters.	399.91	430.53	92,94,96,97,98,99,100
8	A brief silence.	432.93	495.41	101,102,104,105,106,107,108,109,110,111,112,114
9	Monica and Rachel's, the next morning, they are all there eating breakfast.	499.87	560.54	115,116,117,118,119,120,121,122,123,124,125,127,128,129,130,131
10	Phoebe goes into Monica’s room	564.22	602.87	133,134,136,137,138,139,140,143
11	Ross wants to say something.	608.55	612.34	145
12	Rachel and Chandler giggle.	621.70	623.86	148
13	Chandler and Joey's, Joey and Chandler are showing a couple of guys (Tony and Peter) the entertainment center.	628.74	642.57	149,150,151,152
14	Joey jumps up in excitement and without turning around Chandler holds out his hand stopping him, and ushering him back into his seat. Joey sits down, dejected.	650.65	668.94	153,155,156,157
15	Central Perk, Chandler, Joey, Monica, and Ross are there.	675.26	712.16	158,159,160,161,162,164,165
