scene_id	scene_desc	start	end	shot_ids
16	Central Perk, Rachel is waiting impatiently for Joshua.	9.84	157.47	3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,34,36
17	The Sleep Clinic, Joey is having trouble staying awake.	163.23	178.46	38,39,40,42,43
18	As she leaves, a beautiful woman enters and sits down across from the boys.	181.42	198.06	43,44,45,46
19	Chandler wakes him up, again.	202.01	215.37	48,49,50,51
20	He sits down next to her.	216.41	224.89	51,52,53,54,55
21	Monica and Rachel's, Monica and Phoebe, still defying reality, are now throwing a bouquet at each other, pretending to catch the actual bouquet at an actual wedding.	229.34	235.50	56,57
22	She turns around and throws the bouquet to Phoebe.	239.18	303.49	59,60,61,62,63,64,65,66,68,69,70,71,72,73,74
23	She throws it straight, and Monica makes a big deal about catching it.	304.93	313.64	74,76
24	Central Perk, Monica and Phoebe, back to reality, are sitting in normal clothes.	315.47	328.67	76,78,79
25	Monica crosses her legs and is still wearing the garter belt.	330.75	362.45	80,81,83,84,85,86,87,88,89,90
26	Joey enters, wearing a mouth guard like boxers wear.	365.25	391.53	91,92,93,94,95,96
28	Monica and Rachel's, Monica is putting away the wedding dress, finally.	399.37	527.14	99,100,102,103,104,105,106,108,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
29	They hug.	534.98	548.42	130,131,132,133
30	He leaves.	563.55	567.31	137
31	Time lapse, all three girls are now wearing wedding dresses, eating popcorn, drinking beer, and watching TV.	571.87	584.27	138,139
32	There’s a knock on the door.	586.91	624.30	140,141,142,143,147,149
34	Chandler’s bedroom, he is sleeping with Marjorie. All of the sudden, Marjorie starts talking in her sleep.	629.66	636.70	150,151
35	This all wakes up Joey, who comes over wearing the mouth guard, opens the top half of Chandler’s door, and starts to complain about the noise.	651.91	655.19	156
