scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's, Chandler is sitting in the canoe as Joey runs through the door carrying an outdoor patio table.	3.28	26.08	1,2,3,4,5
2	They both sit down at the table and the chick and the duck enter from Joey’s bedroom.	34.23	35.59	9
4	Monica and Rachel's, Monica, Ross, Phoebe, and Rachel are eating breakfast.	46.47	71.43	11,12,13,14,15,16,17,18,19
5	Chandler and Joey's, Joey is reading the paper and Chandler is getting ready for work.	74.79	109.17	20,22,23,24,25,26,27,28,29,31,32
6	Joey makes a sound like a creaking bed.	115.25	122.77	35,36
7	Joey creaks louder	126.93	136.13	38,39
8	Joey makes a sound imitating one person making a bed creak and Chandler turns and glares at him.	141.29	170.42	41,42,43,44,45,46,47,48,49,52,53
9	The Geller household kitchen, Monica and Phoebe are cooking for Mrs. Geller’s party.	175.62	249.22	54,55,56,57,58,59,60,61,62,63,64,65,66,69
10	Chandler and Joey's, Joey is scrapping gum off the table as there is a knock on the door. He goes over and opens it.	249.22	278.25	69,70,72,73,74
12	Cut to Monica and Rachel’s apartment, all are there.	283.45	287.77	75,76
14	Cut to Central Perk, the entire gang is there.	290.01	291.85	76
15	Cut to Monica and Rachel’s, they’re all there playing cards.	292.97	304.71	77,78,79
16	Cut back to the present day.	304.79	312.71	79,80,81,82
17	The Geller’s Kitchen, Monica and Phoebe are still cooking.	316.63	431.54	82,83,84,85,86,87,89,90,91,93,94,96,97,98,99,100,101,102,103,104,105,106,107,108
18	Joanna’s office, Joanna and Chandler are making out on her chair. Chandler isn’t wearing any pants.	441.21	443.37	111,112
19	They kiss.	448.01	456.81	113,114,115
20	They start kissing again, but are interrupted by the phone.	460.33	526.07	116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
21	Cut to Joanna’s outer office, where Rachel and Sophie work. They are both coming back from lunch.	529.19	557.28	134,135,136,138,139,140,141
22	Rachel unlocks and opens the door to reveal a half-naked Chandler handcuffed to the chair. They both gasp and Chandler stares at them in shock and surprise.	568.56	572.62	145
24	Joanna’s office, Chandler, still handcuffed to the chair, is looking through the lingerie catalogue by turning the pages with his teeth. The phone rings and Chandler answers it with his nose.	594.22	615.88	147
26	Cut to Rachel’s office as her intercom buzzes.	634.09	637.05	150
27	Rachel goes into talk to Chandler.	644.97	654.17	152
