scene_id	scene_desc	start	end	shot_ids
17	Central Perk, Joey is telling Monica and Rachel what he has to do.	11.84	44.64	3,4,5,6,7,8,9,10,11
18	Chandler and Ross enter	44.88	53.60	11,12,13
19	Rachel starts to laugh.	58.40	80.80	15,16,18,19,20
20	Chandler and Ross both laugh	85.96	162.64	23,24,25,26,27,28,29,30,31,32,33,34,35,36,38
21	Treeger’s apartment, Joey knocks and Mr. Treeger opens the door.	162.64	189.45	38,39,40,41,42
22	Joey does so, and they both start dancing. Treeger tries to spin Joey, but ends up throwing him into the door.	190.09	232.50	43,44,45,46,47,48,49
23	Monica and Rachel's, Rachel and Monica are sitting at the table as Joey enters.	240.34	298.23	50,51,52,53,54,55,56,57,58,59,60,61
24	They both get up and Monica expects Joey to take the lead, but he doesn’t, and they fumble around for a little bit.	300.80	301.76	62
25	Ross and Chandler’s bank, they are there to close their accounts.	309.28	350.85	64,65,66,67,68,69,70,73
26	Healing Hands, Inc., Phoebe is giving Rick a massage.	351.89	359.89	73,74
27	The camera zooms in on the clock on the wall and it reads a quarter after one. Time lapse. The clock now reads 3:30, and Phoebe is still giving Rick his massage.	368.21	412.90	74,75,76,77,78,79,80,81
28	They start to kiss, then Rick stops suddenly.	419.46	426.58	83,84
29	Suddenly, Phoebe’s boss, Mrs. Potter, and a client, Mr. Simon, enters.	430.02	460.03	85,86,87,89,90,91,92
30	Monica and Rachel's, Chandler and Ross are telling Joey, Rachel, and Monica of their bank woes.	463.47	475.55	92,93,94,95
31	Phoebe enters	479.15	512.45	96,97,98,99,100,101
32	There’s a knock on the door and Chandler answers it.	518.30	580.24	102,103,104,105,106,107,109,112
33	Cut to the roof, where Joey and Mr. Treeger are dancing happily to ^Night and Day^.	581.12	637.05	112,113,114,115,116,117,118,119,120,121
36	Lara and Jeni’s Massage, Phoebe is interviewing for a job.	645.53	660.99	123,124,125,126,127
