scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, the gang is there eating breakfast. Chandler is cleaning out his wallet.	5.04	35.74	2,3,4,5,7,8,9,10,11,12,13
2	Garbage room: Mr. Treeger is unclogging the trash chute as Rachel enters.	46.46	48.38	16
3	Rachel opens the trash chute, winces at the smell, and throws the garbage bag in. She then tries to throw the pizza box in, but since it’s so big she jams it into the opening and it prevents the door from closing. She then turns around too see Mr. Treeger watching her.	67.36	113.34	19,20,21,22,23,24,25,26,27,28,29,30,31,32
4	Cut to Monica and Rachel’s apartment as Rachel returns in tears.	120.58	122.74	35,36
6	Monica and Rachel's, Continued from earlier, Rachel is now telling everyone of her experience in the garbage room.	133.46	217.64	38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,58
7	Treeger’s apartment, Joey knocks on the door and Treeger opens it.	218.12	262.33	59,60,61,63,64,65
8	Monica and Rachel's, continued from earlier, everyone is still eating breakfast.	266.89	348.34	67,68,69,70,71,72,73,74,76,77,78,79,81,83,84,85,86
9	Cut to later, Joey is returning from talking to Mr. Treeger.	353.94	403.60	87,88,89,90,91,92,93,94,95,96,97,98,99
10	Chandler’s gym, He and Ross are there to cancel his membership.	408.88	492.64	102,103,104,105,106,108,109,110,111,112,113,115,116,118,119,122,123
11	This gorgeous woman in spandex walks up	495.76	496.88	124
13	Heeling Hands Inc., Phoebe’s work, she is giving a massage to the guy, Rick, she likes.	512.90	566.61	127,128,129,130,131,132,133,135,136
14	Mr. Treeger’s apartment, Joey is there to suck up.	576.30	621.73	137,138,139,140,141,142,143,144,145,146,147,148
15	Chandler's Gym. Chandler is now in Dave's office trying to quit the gym.	624.37	647.42	150,151,152,153,154
16	Dave's phone rings.	651.02	662.54	155,156,157,158,160
