scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, erm, Chandler and Joey's, Joey is getting ready for a fishing trip and Phoebe is asking him about the fishing lures. Ross is playing with the rod, and Monica is pretty much just watching the on goings.	3.20	3.88	2
15	cut back to Chandler and Joey’s.	3.88	94.41	2,3,4,5,6,7,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29
16	Silvercup Studios, Joey is just arriving for his scene.	94.41	100.73	29,30,31
17	Just then, Charlton Heston walks out of his dressing room and starts eating a licorice whip.	105.29	169.28	32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,50
18	A strip club, the girls are there with Chandler, who isn’t enjoying himself.	169.28	178.90	50,51,52
19	A man sits down next to Phoebe and lights up a cigarette.	179.54	188.34	52
20	The dancer finishes and everyone claps.	191.94	249.89	54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,72
22	Silvercup studios, Joey is taking a shower in Charlton Heston’s dressing room. Heston enters the room, Joey panics, and walks over to the shower and confronts Joey about the use of his shower.	268.05	378.33	76,79,80,81,82,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98
23	Chandler and Joey's, erm, Monica and Rachel's, Chandler, Monica, and Phoebe are returning from the strip club.	383.29	512.76	98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,121,122,123,124,125,126,127,128,129,130,131,132,133
24	Central Perk, the gang is there, minus Ross. Chandler is trying to cheer Joey up about missing Phase Two.	517.93	604.70	134,135,136,137,138,139,140,141,142,143,144,146,147,148,149,150,151
26	Chandler and Joey's, erm, Monica and Rachel's, Chandler is there and is getting ready to direct a bunch of strippers, Monica, Rachel, and Phoebe on what to do in the upcoming orgy of lesbian lust. Yes, it’s a dream sequence, this isn’t cable.	610.22	654.59	151,152,153,154,155,156,157,158,159,160
