scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Gary, Phoebe, Monica, and Chandler are there.	2.72	16.48	2,3,4,5,6
2	Monica leaves and Chandler moves to talk to Phoebe.	17.28	17.84	6
3	Cut to Gary and Monica at the counter.	19.60	46.06	7,9,10,11,12
4	Gary exits and Monica rejoins them.	48.38	101.17	12,13,14,15,16,17,18,19,20,21,22,23,24
6	Monica and Rachel's, Joey and Ross are playing catch with a little foam globe.	155.61	172.17	44,45,46,47,48
7	The game resumes.	174.49	233.17	49,50,51,52,53,54,55,57,60,61,62,63,64,65,67,70,71
8	Joey turns and looks at quite possibly one of the ugliest pets that you can possibly buy on the planet. Rachel has bought herself a hairless cat. Yep, a hairless cat! Joey and Ross start to get sick.	233.17	305.07	71,72,73,74,75,76,77,78,79,80,82,84,86,87,88,89,90,92
9	Rachel goes into the bathroom as the guys continue throwing the ball.	309.23	333.28	94,95,96,97,98,99,100,102
10	They throw the ball back and forth once.	333.28	337.72	102
11	Cut to Chandler and Joey's, Ross is seen throwing the ball into the bathroom, presumably where Joey is currently using the facilities.	343.65	349.81	104,105
12	"the 5th Precinct, Gary's precinct, Chandler has come to talk to him about commitment. And as he's walking through the door he notices a couple of ""Ladies of the night"" sitting there. (If you know what I mean.)"	358.53	444.63	107,109,110,111,112,113,114,115,116,117,118,119,120,121,123,124,125,126,127,128,129,130,131,132
13	Chandler and Joey's, Ross and Joey are still playing catch.	447.83	484.82	133,135,136,137,138,139,140,142,143
14	He throws it back to Ross, but it's intercepted by Monica and the guys both scream in horror.	490.98	498.98	146,147,149,150
15	Time lapse, Monica has joined in and is calling to get out of work.	501.14	512.07	151,152,154,156
16	Rachel enters.	515.11	581.14	157,158,159,161,162,163,164,165,166,167,169,170,172,173,174,177,178
17	Central Perk, Phoebe is drinking coffee as Chandler enters.	581.14	655.33	178,179,180,181,182,184,185,186,187,188,189,190,191,192,193,194,195,196,197
