scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Chandler, Rachel, Joey, and Monica are sitting on the couch as Ross is up getting some coffee.	2.72	11.44	2,3,4
2	Ross returns.	12.00	66.60	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
4	Monica and Rachel's, Monica is kneeling at the coffee table and has a bunch of pictures laid out in front of her as Rachel enters.	118.34	158.70	45,46,47,48,50,51,52,53,54,55,56
5	She picks up the box and the bottom falls out, spilling all of the pictures onto Monica's neat little piles.	164.86	218.90	58,59,60,61,62,63,64,65,66,67,68,69,70
7	Gary's cop car, Ross is in the front seat with Gary of course. Chandler is in the back seat.	218.90	233.78	70,71,72,73,74
8	Gary reaches up to grab that little light that cops have for unmarked cop cars.	236.02	241.05	75
9	Chandler starts laughing at his joke.	246.81	274.58	77,78,79,80,81,82
10	Time lapse, they're still on the ride along and Joey is just sniffing his sandwich.	282.10	325.46	84,86,87
11	Ross's apartment, Rachel is just entering. She takes off her coat and heads for the kitchen. As she does, she knocks something off of a bookcase next to the kitchen door with her coat and it breaks.	325.46	345.93	87,88
12	Rachel runs over and answers the phone with the blender in hand.	348.97	364.65	89,90,91,92,93,94,95
13	She hangs up the phone and starts to head back to the kitchen and notices some money lying out, stops, reaches down to pick it up, the phone rings causing her to drop it, she quickly puts it back, and heads for the kitchen.	376.46	398.95	97,98,99,100,101
14	The ride along.	408.71	466.89	101,102
16	Time lapse, Ross has been demoted to the back seat with Joey and Chandler. He's not too happy about it.	470.81	479.37	102
17	Ross's apartment, Rachel is playing Emily's message to Monica.	484.07	547.79	102,103,104,105,106,107,108,109,111,112,113
18	They both sit down.	552.35	592.07	115,117,118,119
19	The ride along, they're all waiting outside of the witness's house and still in the car in the same places as before.	598.07	626.71	119,120,121,122
20	They all turn and look away. Suddenly a loud bang sounds out and in slow motion Joey slowly throws his body over Ross. Gary is shocked at what he sees while Chandler is obviously hurt.	642.63	668.16	125,126,127,128,129
