scene_id	scene_desc	start	end	shot_ids
1	Chandler, Joey, and Ross's apartment, Ross is cleaning out the fridge. Joey walks from his room. He looks like he just woke up.	5.36	95.19	2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,20,21,22
3	Central Perk, Chandler, Ross, Joey, Monica, and Rachel are there. Phoebe walks in ringing a bell.	145.95	274.01	60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,99,100
4	Estelle's (Joey's Agent) Office, Joey is there.	281.45	304.13	102,103,104,105,106,107
5	In front of Macys, Phoebe is collecting donations and ringing her bell.	307.41	329.83	108,109,110,111,112
6	Monica puts some change in Phoebe's bucket.	329.83	346.67	112,113,114,115,116,117
7	A man walks up and puts a dollar bill in.	347.79	351.06	117,118
8	The man starts to take some change out.	351.06	369.85	118,119,120,121,122,123,126
9	Chandler, Joey, and Ross's, Joey is telling Ross how he didn't get the part.	369.85	393.32	126,127,128,129,130,131
10	Ross just stares at him until he figures it out.	393.32	454.96	131,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
11	Monica and Rachel's, Rachel is returning. Monica enters from her room wearing nothing but a robe.	455.76	503.55	147,148,149,150,151,152,153,154,155,156,158,159
14	Chandler, Joey, and Ross's, Joey is trying to write his movie, Chandler is playing a game on the counter by trying to flip a ping pong ball with a spoon into a nearby bowl.	522.88	529.36	161,162
15	Chandler makes it into the bowl.	532.08	544.81	163,165,166,167,168,169
16	Chandler slides the bowl to the far end of the counter. He tries again, but he hits the spoon to hard and the ball goes flying away.	551.45	590.47	170,171,172,173,174,175,176,178,180
17	In front of Macys, Phoebe is still ringing her bell. A guy puts some change into the bucket.	595.27	603.25	181,182
18	Another woman walks up and throws something into the bucket.	603.25	614.85	182,183,184
19	Another guy walks by and throws his light cigarette butt in the bucket.	614.85	620.53	184,185,186
20	Chandler, Joey, and Ross's, Ross is reading what Joey wrote.	622.85	663.68	186,187,189,190,191,192,193,194,195,196,198,199
