scene_id	scene_desc	start	end	shot_ids
16	Time lapse. Joey is closing the door after Rachel leaves and is about to confront Chandler and Monica.	0.24	50.48	1,2,4,5,6,7,8,9,10,11,12,13
17	The Museum of Prehistoric History (Ross's work); Ross is in the break room eating lunch as his boss, Dr. Leedbetter walks in.	58.16	168.08	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
18	Cut to an outside shot of the museum.	169.44	171.12	38
19	Cut to a shot of a park.	171.76	173.68	39
20	Phoebe and Rachel's class; Rachel walks in, on time this time.	176.00	255.54	39,40,41,42,43,44,45,46,47,48,50,51,52,53,54,55,56,57,58,59
21	Central Perk, Chandler is on the couch as Monica joins him.	255.86	270.02	59,61,62
22	Ross walks in, eating cotton candy. Monica nudges Chandler who hides the picture in his magazine. Ross sits down on the chair, he seems kinda out of it.	273.31	358.27	63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
23	Monica and Rachel's, Rachel and Phoebe are returning from class.	358.27	404.74	77,78,79,80,81,82,83,85
24	The Class; Monica has taken Rachel's spot.	405.09	411.25	86,87
26	Chandler, Joey, and Ross's; Joey returns carrying a bucket of chicken, and starts going through the mail. While doing this, Monica's picture falls out. He bends over to pick it up and gasps. While he's staring at the picture, Rachel decides to come over and sees him looking at the picture.	431.02	452.46	89,90,91,92,93,94,95
27	Ross stares in shock at him as he angrily puts down the chicken and takes off his coat.	456.83	478.51	97,98,99,100,101
28	He walks over and stands behind Joey.	478.91	686.40	102,103,104,105,106,107,108,109,110,111,114,117,118,119,120,121,122,124,126,127,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
30	Monica and Phoebe's class; the class has ended and Phoebe is talking to one of her classmates.	693.10	718.18	146,147,148,149,150,151,152,154
