scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's, Monica and Chandler are sitting on one of the chairs doing a crossword puzzle.	8.72	40.80	3,4,5,6,7,8,9,11,12,13,14,15
2	Joey's bedroom, time lapse. He's asleep and dreaming. In his dream he's doing the crossword puzzle with…wait for it…Monica!	54.16	78.30	15,16,17,18,19,20
6	Central Perk, everyone is there but Ross and Joey. Gunther hands them the bill, and Chandler gives some money to pay it.	143.74	234.37	40,41,42,43,44,45,46,48,49,50,51,53,54,55,56,57,58,59,61,62
7	Ross enters.	238.61	277.83	64,65,67,68,69,70,71
8	A couch store, Ross is trying to decide on a new couch for his place. He has dragged Rachel along for the trip, and she's not too happy about it. Ross is sitting on it in different ways to see how it feels. He tries to just sit on it normally, and then he tries flopping on it. One thing about this couch, it's huge. It's like twice the size of a normal full size couch. Whoever designed this thing, needs help and fast.	277.83	414.67	71,72,74,75,76,77,78,79,80,81,82,83,84,88,89,90,92,93,94,95,96,97,98,99,100,102
10	Outside of Central Perk, Phoebe is exiting and sees a woman put out her cigarette on a tree.	415.23	466.79	102,103,104,105,106,107,109,110,111,112,114,115,116,118
11	Ross's building's lobby, he and Rachel are about to attempt to take the couch upstairs.	466.95	498.66	118,119,120,121,122,124,125,126
12	They start the attempt. Ross is going backwards and reaches the first landing. This staircase has three steps then a landing, makes a 90-degree turn, and has more steps before another landing and another 90-degree turn.	499.62	518.06	127,128,129
13	She can't stay at the end as the couch rounds the turn so she shifts to the back corner of the couch and is at a 90-degree angle to it.	518.06	519.54	129
14	She don't got it as the couch slips out of their grips and falls over the bottom railing.	526.09	531.53	129,130
15	Chandler and Joey's, Phoebe is telling Chandler and Monica how she fought crime in her own way with the badge she found.	532.81	716.56	131,132,133,134,135,136,137,139,140,141,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,160,161,164,165,166,167,168,169,170,171,173,174,175,176,177,178,179,180,181,182
