scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Chandler and Joey are there. Joey is looking at a National Geographic and giggling.	3.52	12.72	1,2,3,4
2	Ross enters and his hair is a mess.	17.36	57.95	7,8,9,10,11,12,13,14,15,16
3	Joey starts giggling.	60.91	63.40	17,18
6	Monica's restaurant, she is getting inspected by the health department, Phoebe is watching.	114.10	124.29	54,55,56,57
7	Phoebe laughs.	125.33	138.45	58,59,60,61
8	He goes into the kitchen.	141.01	169.17	62,64,66,67,68,69,70,71
9	She heads for the kitchen door and just after she goes through the door…	171.01	211.50	72,73,75,77,78,79,80,81,82,83
10	Larry goes to leave but heads the wrong way and makes a quick sidestep to go out the right door.	216.78	218.50	84
11	Central Perk, Gunther is serving Monica and Rachel.	218.50	249.67	84,85,86,87,88
12	Danny enters.	254.95	343.62	91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
13	Chandler and Joey's, they're entering to find boxes strewn about the apartment.	353.51	394.27	111,112,113,114,115,116,118,119,120
14	They both laugh as Ross heads back to the bathroom.	397.55	399.79	121
15	A restaurant, Phoebe and Larry are having dinner.	404.51	408.85	122,123
16	He looks around and flashes her his badge and she laughs.	415.01	422.85	125,126,127
17	He goes to the bathroom and Phoebe puts some pepper and salt on her food. With the salt she takes a bit and throws it over her left shoulder as she faces us.	434.30	445.90	130,131,132,133,134
18	Chandler and Joey's, Chandler is entering. As he closes the door, Joey pokes his head up from a box enclosure built using the 2 chairs.	457.91	492.91	138,139,140,141,142,143,144,145,146,147,148
19	Monica and Rachel's, Phoebe is there telling Monica and Rachel about Larry, while Monica is setting up the table.	498.43	509.95	149,150
20	There's a knock at the door. Rachel goes to answer it.	516.97	577.21	151,152,153,155,156,157,158,159,160,161,162,163,164,165
21	Phoebe returns from the bathroom.	579.13	588.49	166,167
22	Chandler and Joey's and Ross's, Ross is working on his computer and Joey is making a lot of noise.	590.25	605.35	167,172,173
24	Notices Ross looking at him and stops. Ross gives him his 'quiet down' maneuver. Okay, this may take a while to explain, so center this on you screen and place your hands about a foot apart with your fingers together and pointing straight up. Now take you fingers and point them at the other hand and making a 90-degree angle with each of your hands and the first knuckle counting up from the wrist. Now take your right hand, and lower it a couple of inches, so that the fingers are pointing at your wrist. Now take your arms and keeping the elbows bent and your hands in front of you spread out your arms, kinda like making a bird's wing. Now hunch your shoulders over and move you hands up and down as if you are trying to tell some one to turn it down. That's Ross 'quiet down' maneuver. Well, there is an accompanying face, but I don't want to try and describe it as well.	623.11	635.87	178,180,181,182
25	They go into his bedroom.	642.43	677.54	184,185,186,187,188,189,190,191,192,193
