scene_id	scene_desc	start	end	shot_ids
1	The hallway, Ross is running up the stairs. Note: This show continues where the last one left off.	2.40	37.88	2,4,5,6,8,9,10,11
2	Ross spots Chandler and starts chasing him around the kitchen table. Chandler runs and hides behind Monica.	40.84	76.00	13,14,15,16,18,19,20,21
3	There's a brief pause.	83.45	106.21	22,24,25,26,27,29
4	There's another pause as Ross gets angry again.	106.21	114.39	29,30,31
5	Pause.	118.07	140.29	32,35,37
7	Central Perk, everyone is there.	180.99	213.37	55,56,57,58,59,60,61,62,63,64,65,66
8	A girl enters.	214.01	225.93	67,68,69,70,71,72
9	She heads to the bathroom and Joey sits back down.	230.65	245.54	72,73,74,75,76
10	They all laugh.	248.34	292.81	77,78,79,80,81,83,84,85,86,88
11	Ross's apartment, he's unpacking after moving in. There's a knock on the door and he answers it.	292.81	311.37	88,89,90,91
12	The door across the hall opens and a guy walks into Ross's apartment.	313.61	392.58	92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
13	Chandler and Joey's, Ross is lamenting to Chandler and Rachel about his troubles in his new building.	398.82	422.73	113,114,116,117,118
14	Ross looks and gets a towel off the counter and wipes it off. Then, he throws it back on the counter in disgust.	422.89	542.64	118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,137,138,139
15	Central Perk, Joey is sitting on the couch with Katie.	545.20	597.36	140,141,142,143,144
16	Chandler and Joey's, Chandler and Monica are curled up on one of the chairs.	598.24	653.50	144,145,146,147,148,149,151,152,153,154,155
