scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's, Monica and Chandler are sitting on one of the chairs doing a crossword puzzle.	0.24	2.40	1,2
15	Chandler and Joey's, Phoebe is telling Chandler and Monica how she fought crime in her own way with the badge she found.	2.40	23.28	2,3,4,5,6,7,8
17	They realize the implication of their behavior, stop instantly and head for his bedroom. In the meanwhile, Joey is starring at Rachel in a seductive way.	39.98	54.74	11,12,13,14
19	Outside Central Perk, Phoebe is walking up and notices a car that is parked half on the curb and right in front of the door, making it difficult for people to enter Central Perk.	54.74	139.04	14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36
20	Monica and Rachel's, Joey is entering. Rachel is there getting some tools to help Ross out.	139.92	159.35	37,40,41
21	He starts staring at her longingly.	164.55	269.53	44,45,46,48,49,50,51,52,53,54,55,56,57,58,59
22	The lobby of Ross's building, he's sitting on the couch at the bottom of the stairs, and he's practicing enticing women to join him on the couch.	273.93	332.95	60,61,62,63,64,65,66,67,68,69,70
23	Chandler and Ross head for opposite ends of the couch.	332.95	340.91	70,71
24	They pick up the couch and after throwing off the last pillow; Rachel helps out on Chandler's end.	341.55	342.59	71
25	Chandler has moved forward and is now underneath the couch as it heads up the first set of stairs.	343.95	349.55	71
26	As they turn the couch, Chandler gets sandwiched between the railing and the couch.	351.63	377.91	71,72,73
27	They set the couch down.	382.63	401.27	75,76,77,78,81
28	As they start back down the couch drops a little bit and gets jammed. They try to free it to no avail.	401.27	414.43	81,82,83,85
29	Chandler and Joey's.  Chandler is playing with a Rubik's cube.	421.72	429.56	87,88,89
30	Phoebe comes running in.	429.96	460.32	89,90,91,92,93,94,96,97
31	The lobby of Ross' building. Ross is still fixated on wanting to move the couch while Rachel is just sitting there on the stairs playing with string.	464.48	498.06	99,100,101,102,103,104,106,107,108,109
32	Chandler and Joey's, Joey is returning and finds Chandler, Monica, and Rachel are there.	498.06	540.41	109,110,111,112,113,114,115,116,117,118,119,120,121,122
33	Monica and Rachel's, Joey is entering with a pizza and finds everyone but Ross there.	546.25	548.89	123,124,125
34	They all walk over to get a slice.	550.17	553.29	126,127
35	They all throw their pieces back as there is a knock on the door.	556.97	563.05	127,128
36	He throws his piece back in the box, runs into the living room, looks for a place to hide the pizza, finds one, slides the box under the couch, sits down on the table, and tries to quickly chew the food in his mouth.	573.11	685.04	131,132,133,134,136,137,138,140,141,142,143,144,145,146,147,149,151,153,154,155,156,157,158,160,161,162,164,165,166
37	Chandler busts out laughing and everyone just looks at him.	689.20	690.32	167
39	The couch store, Ross is talking to a saleswoman.	696.48	699.84	170
40	The camera cuts to show the couch, which has been cut in half.	705.04	759.68	171,172,173,174,175,176,177,178,179,180,181,182,183,184,186,187
