scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's, Monica and Chandler are making out on one of the chairs.	5.20	38.23	2,3,4,5,6,7,8,9,10,11,12
2	They wait for Joey to go into his room and close the door and then start making out again.	44.55	49.03	15,17
4	Pause.	55.43	56.55	18
6	Central Perk, Joey, Chandler, and Monica are there as Phoebe enters carrying a large box.	106.99	141.12	55,56,57,60,61
7	Phoebe puts her leg up on the chair and removes this huge knife from her boot to open the box with. The guys are shocked at the knife's existence.	143.04	238.69	62,63,64,66,67,68,69,70,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
8	Ross suddenly gets up and heads for the bathroom.	246.53	297.65	89,90,91,92,93,94,96,97,99,100
9	The Storage Room in the basement of Monica and Rachel's building, Monica and Rachel are looking for something.	305.81	327.82	100,101
10	The single light flickers and goes out. Leaving the room in total darkness.	330.30	332.14	101
12	They both start screaming at the top of their lungs.	335.02	335.82	101
14	Central Perk, Chandler, Joey, and Phoebe are there.	345.56	437.41	103,104,105,106,107,108,109,110,111,112,113,114,115,116,118,119,120,121,123
15	Ross exits.	437.81	443.33	124,125
16	Monica and Rachel enter breathless.	445.49	490.93	126,127,128,129,130,131,132,133,134,135
17	Their Building, Monica and Rachel are going to apologize to Danny. Rachel knocks on his door, which he opens and he has this really bushy beard and long hair. Picture Paul Bunyan.	502.29	512.19	136,137,138
18	He closes the door. Rachel's not happy with that and knocks again. He opens the door.	518.67	532.83	141,142,143,145
19	He closes the door again. Rachel knocks harder this time and he answers it.	533.31	543.93	146,147
20	He closes the door before Rachel can say anything.	548.81	562.97	148,149,150,151
21	Monica and Rachel's, Monica is making a drink as Phoebe enters with the fur coat.	569.13	589.25	153,154,155,157
22	Rachel enters from the bathroom and sees the coat.	589.89	641.65	157,158,159,160,161,162,163,164
23	Ross's Apartment, the gang is helping Ross move out by carrying boxes. Chandler has picked a particularly large and apparently heavy box, because he takes a running start at it and still can't budge it.	641.65	652.37	164,165,166,167
24	He picks up a smaller box and carries it to the moving van as Joey returns.	662.66	676.10	170,171,172,173,174
