scene_id	scene_desc	start	end	shot_ids
26	Monica and Rachel's, after the funeral, everyone is there.	0.16	50.04	1,3,4,5,6,7,8,9,10
27	She goes over and tries to give Phoebe a massage. Phoebe yelps in pain and jumps away from her.	50.04	106.96	10,11,12,13,15,16,17,18,19,20,21,22,23
28	Joey's audition, he is with bag.	110.40	180.10	24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
29	Monica and Rachel's, Chandler is poking his head in.	183.06	286.60	41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
30	Central Perk, Frank Sr. is just arriving.	293.64	483.29	60,61,62,64,65,66,67,68,69,70,71,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,103
31	Silence ensues.	483.53	582.27	103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,120
32	Phoebe is trying not to smile. He moves closer and very shyly holds out his hand and turns his head, hoping for Phoebe to take his hand. She doesn't.	582.27	588.35	120
33	She holds his hand for a little while then…	595.00	595.72	122
34	Monica and Rachel's, Joey returns from his audition and finds everyone but Phoebe there.	600.28	667.84	124,125,126,127,128,129,130,131,133,134,135,137,138,140,141,142
35	Monica laughs.	671.04	698.58	144,146,147,148,149
37	Monica and Rachel's. Phoebe is on the phone talking to Ursula.	699.70	725.82	149,150,151,152
