scene_id	scene_desc	start	end	shot_ids
28	Time lapse, dinner has finished and Chandler is sitting on the couch eating some pie. Monica sits down beside him, and he gets pushed up a little by the wave she makes in the couch.	2.00	22.36	1,3,4,5,6
29	He gets up and walks away as Rachel come running over all excited.	22.36	47.99	6,7,8,9,10
30	Cut to the kitchen, Ross and Chandler are doing the dishes.	51.27	78.77	12,13,14,15,16
31	Monica enters behind them.	78.77	81.21	16
32	Monica suddenly gets very happy.	81.21	90.54	16,18
33	Upon hearing this, Monica starts to break down and storms out. Only to be stopped by her parents.	90.54	102.30	18,19,20
34	Monica and Rachel's, back to the present day.	106.22	154.98	21,22,23,25,26,27,28,29,30,31,32,33,35,36,37
36	The Geller household kitchen, Mrs. Geller is cooking and Rachel, post nose job, is helping her.	157.46	184.18	37,38,39,40,41,43,44
37	She opens the door to reveal Chandler and Ross. Unfortunately, they seem to have their holidays mixed up. They think it's Halloween and they're going as Crockett and Tubbs from that legendary TV show of the late 80's, Miami Vice. God, we looked silly back then!	184.50	210.62	44,45,46,47,48
38	Monica enters, but she forgot something. Oh, about 150 pounds. In other words, she lost weight, big time!	214.70	258.00	50,51,52,53,54,55,56,57,58
39	She heads for the kitchen and Chandler watches her leave and admires the view.	260.32	261.28	58
40	In the kitchen.	263.54	448.48	60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,92,94,96,97,98
41	The hospital, Chandler has been rushed to the emergency room.	463.98	467.98	108
42	They go through the doors into the trauma room, opening them by ramming the gurney through them, only Chandler's foot is hanging off the end and he screams in pain.	470.86	525.79	109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
44	Monica and Rachel's, Chandler is reacting to the story.	528.19	563.68	127,129,130,131,132,133,134,135,136
45	Cut to the hallway, Chandler is standing in front of his door.	565.92	597.68	137,138,139,140,141,142,143
46	Chandler, Joey, and Ross's, Chandler is sitting on one of the chairs and the duck is running around him and quacking.	597.68	600.36	143
47	There's a knock on the door and Chandler gets up to answer it. He opens the door to reveal Monica with a turkey over her head.	612.28	637.74	146,147,148,151,153,154
48	Monica stops suddenly and turns around slowly.	648.30	681.79	155,156,157,158,159,160,161,162,163,165
52	The Western front during World War I, Phoebe, in yet another past life, is once again a nurse tending to yet another dying soldier. But this time she's doing it with a French accent.	683.95	704.35	165,167,168,169
