scene_id	scene_desc	start	end	shot_ids
1	The Hospital, Phoebe is arriving with Ross, Joey, and Rachel in tow.	2.56	45.08	1,2,3,4,5,6,7,8,9,10,11,12
2	Monica and Chandler come running in.	47.88	51.48	14,15
3	There's a pause as they figure out what to say.	56.37	58.53	16
4	Both Rachel and Ross stare at her for a moment.	63.97	91.79	17,18,19,20,21,24
7	The delivery room, Rachel and Ross are entering.	91.79	141.25	24,25,26,27,28,29,32,33,34,35,36,37,38,39,40
8	The doctor, Dr. Harad, enters.	144.27	199.92	40,41,42,43,44,45,46,47,48,49,50,51
9	The waiting room, Monica and Joey are sitting there.	201.10	287.04	52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,70,71,72
10	The delivery room, Chandler, Frank, and Ross are with Phoebe.	287.04	366.95	72,74,75,76,78,79,80,81,82,83,84,85,86,87,88,89,90,91,93
11	Dr. Harad exits.	368.40	390.08	93,94,95,96,98,99,100
13	The waiting room, Chandler is looking for Monica.	397.46	432.75	101,102,103,104,106,107
14	The delivery room, Ross has returned with another doctor. This one, is well, younger.	438.35	475.07	109,110,111,112,113,114,115,117
15	He runs out and Frank watches him go.	479.10	480.70	118
16	Another hospital room, Joey has now been admitted and his doctor is about to break the bad news to him, Monica, and Chandler.	486.14	504.14	119,120,121,122,123,124
17	The delivery room, Dr. Harad is back and checking on Phoebe.	509.63	604.23	125,126,127,128,129,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
18	There's an awkward silence then suddenly Phoebe gets an idea.	610.39	611.59	151
19	Joey's room, his doctor, Chandler, and Monica are there.	615.04	653.67	153,154,155,156,157
