scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Rachel has just gotten home and is going through the mail. She finds something that's Monica's and goes over and knocks on her closed bedroom door.	9.20	20.40	2,3,4
2	Rachel enters.	20.80	111.75	4,5,6,8,9,10,11,12,14,15,16,17,18,20,21,22,26
4	Monica and Rachel's, the next morning, Phoebe, Chandler, Ross, and Monica are eating breakfast. Ross is on the phone.	162.75	295.23	64,65,66,67,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,93
5	They are standing on either side of Chandler as they discuss the point. Chandler, meanwhile, is disgusted with the whole argument.	297.71	319.28	94,95,96,97
6	Ross's phone rings and he answers it.	323.04	373.99	99,100,101,103,104,105,106,107,108,109,110,112
7	Central Perk, Chandler, Monica, and Rachel are there.	379.67	402.35	112,113,114,115,116,117,118
8	Chandler is quite pleased with that statement.	404.19	470.15	119,120,121,123,124,125,126,128,129,130,131,132,133,135,136,137,138,140,141,142,143
9	Carol and Susan's Apartment. Ross is trying to convince Carol about his moving idea.	473.51	497.55	143,144,145,146,147,148,150,151
10	Susan knocks on the door and enters with Ben.	497.63	535.21	151,152,153,154,155,156,157,158,159,160
11	Unitel Video, Studio 55, Joey's telethon, he is being shown around by the stage director.	541.13	570.50	161,162,163,164,165,166
12	Monica and Rachel's, Phoebe, Rachel, and Monica are there.	573.78	638.75	167,168,169,171,172,173,174,175,176,177,178,179,180,181
13	Ross's apartment, he's on the phone with Emily.	649.31	694.63	184,185,186,187,188,189,190,191,192,193,194,195
14	She laughs.	699.65	720.93	198,199,200,201,202
