scene_id	scene_desc	start	end	shot_ids
14	She laughs.	0.88	38.26	2,3,4,5,6,7,8
15	Monica and Rachel's, Ross is telling Phoebe, Monica, and Chandler about Emily's ultimatum.	46.90	90.69	10,11,12,13,14,15,17,18,19,20,21,22,23,24,25
16	The phone rings.	96.93	121.41	27,28,29,30,32,33,34,35,36
17	Chandler and Joey's, the chick and the duck are watching Emeril Live, a cooking show.	123.65	128.77	36,37
18	Chandler enters and sees what they're watching, panics, and runs to turn off the TV.	133.33	200.30	38,39,40,41,42,43,44,45,46,47,48,49,50,55,56,57
19	The Telethon, Joey's phone rings and he answers it.	205.10	248.65	58,59,60,61,62,63,64,65,67
20	Joey gets up and moves to the other end of his row to talk to the guy sitting there.	249.13	277.43	67,68,69
21	Monica and Rachel's, Monica and Phoebe are cooking, Chandler is reading a magazine.	281.35	390.31	71,72,74,76,77,79,80,81,83,84,85,86,87,88,89,90
22	Rachel enters with laundry.	391.59	417.84	91,92,93,94,95,97,99
23	The Telethon, Joey answers his ringing phone.	421.68	491.80	100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
24	Monica and Rachel's, later that day. Monica is coming out of the bathroom carrying her cleaning gear.	499.88	573.86	117,118,119,120,121,122,124,125,126,127,128,129,130
25	He carries her over to the door and opens it.	578.50	581.38	130
26	He starts to carry her into the hallway but hits her head on the door.	581.54	586.02	130
28	Ross's apartment, Ross is prying at the Magic 8 Ball with a screwdriver as there's a knock on his door which he goes to answer.	601.44	733.59	130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,153,157
30	Central Perk. Chandler peaks his head out of the storage closet and sneaks back to his seat and pretends he's reading something. Then a short while later Monica pokes her head out of the closet and sneaks back to her seat and sits down, pretending as if nothing has happened.	759.38	760.66	160
