scene_id	scene_desc	start	end	shot_ids
13	Ross opens the door.	1.20	10.68	1,3,4
14	Phoebe gets up.	10.68	40.57	4,5,6,7,9,10,11,12,13
15	Rachel heads for Joey and Chandler's and Phoebe heads for the kitchen to find Ross.	45.69	76.52	15,17,18,19,20,21,22
16	Cut to Chandler and Monica on the couch.	79.16	167.83	24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,46,47,48
17	Time lapse, Rachel is coming back from Chandler and Joey's.	176.39	406.15	50,51,52,53,54,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,86,87,88,89,91,92,93,94,95,97,100,102,103,104,105,106,107
18	Ross closes the door slowly.	406.63	455.82	107,108,110,111,113,114,115,116,118
19	The street outside the building, Rachel is running to catch up with Caitlin.	455.82	542.86	118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
20	Monica and Rachel's, Phoebe, Chandler, and Joey's grandmother are still watching Law & Order.	542.86	588.19	138,139,140,141,142,143,144,145,147,148,149,151,152
21	Joey has made a little home movie that's his big scene. He braces himself against the door to his apartment and while holding a plastic gun and wearing the same sweater says…	589.07	639.08	153,154,155,156,157,158,159,160,161
22	Suddenly, the tape cuts away from Joey's impromptu scene, to Chandler standing really, really close to the camera.	640.52	660.44	162,167
23	Joey and Chandler both run to shut off the tape.	662.44	664.12	169
25	Monica and Rachel's, another time lapse, Monica is seeking advice from Rachel and Phoebe about possible replacement earrings.	670.18	675.14	171,172,173,174
26	Goes over to Chandler.	678.66	698.05	175,176,177,178,179
27	He turns to get his coat and Monica gives Rachel and Phoebe two thumbs up as Chandler walks over to Ross.	702.77	704.53	181,182
