scene_id	scene_desc	start	end	shot_ids
1	Central Perk, everyone but Phoebe are there reading. Rachel is sitting on the couch flanked by Ross and Monica. She suddenly stops reading and starts blinking her left eye as if it's bothering her. The problem is that Joey is on her left and thinks she's winking at him and winks back. Ross is watching this and isn't quite sure of what to make of it.	14.96	18.56	6,7
2	Ross turns to look at Joey.	20.16	78.78	8,9,10,11,12,13,14,15,17,18,19,20,21,22,23
3	Joey howls in pain and holds his eye.	82.46	84.86	24,26
5	Monica and Rachel's, Ross, Chandler, Monica, and Phoebe are eating breakfast.	135.22	292.27	46,47,48,49,51,52,53,54,55,56,57,59,60,61,62,64,65,66,67,68,69,70,71,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
6	Central Perk, Joey is reading a map as Phoebe enters.	298.67	401.63	90,91,92,93,94,95,96,97,98,99,100,101,102,103,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,121,122
7	Ross pauses and looks at him, Joey motions for him to hurry up.	407.23	416.03	124,125,126
8	Monica's eye doctor's office, Monica and Rachel are waiting in an exam room and looking at this big white thing used to check eyes. I have no idea what it is, and if an ophthalmologist happens to know what that is, let me know.	421.55	430.71	126,127
9	Rachel heads for the door but is intercepted by the doctor.	430.71	531.76	127,128,129,130,131,133,134,135,136,137,138,140,141,142,143,144,145,146,147,149,150,151,152,153,154,155
10	Central Perk, Phoebe, Rachel, Monica, and Joey are there.	537.18	550.78	156,157,158,159,160,161
11	Monica stares at him.	552.94	554.62	163,164
12	There's another continuity error here. Before Monica says I love you, Chandler's holding the vests so that you couldn't see the collar, you could see all three, and they were folding nicely. After she says the line and the camera cuts back to Chandler, you can only see two out of the three, you can see the collar of the top one, and it looks like it was folded sloppily, unlike before. Hey, you notice things while spending this much time on this!	557.02	611.85	166,167,168,169,170,171,172,173,174,175,176,177
13	Joey nods to Chandler, no way!	615.37	633.67	178,179,180,181,182,183,184
14	Pause.	637.27	661.68	185,186,187,188,189
