scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Joey, Chandler, Monica, and Phoebe are there. Joey is holding a deck of cards out to Chandler.	2.40	16.56	2,3,4
2	Joey laughs then realizes the trick didn't work when Chandler hands him his card back.	20.24	71.77	6,7,8,9,10,11,12,14,16,17,18,19
4	Monica and Rachel's, everyone is eating breakfast, Ross is heading for the bathroom.	121.97	172.98	39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55
5	Joey starts to giggle.	177.54	232.47	56,57,58,59,60,61,62,63,64,65,66,67,68,69
7	Ben's audition, Carol, Ross, and Ben along with about 10 more families are in a waiting room as Joey enters happily.	232.47	296.36	69,70,71,72,73,75,76,77,78,79,81,82,83,84,86
8	Rachel's new job, she's in her new boss's office (Kim's) and with the other assistant (Nancy). Together they're deciding what clothes to buy or something, who knows, let's all watch/read to find out.	296.92	335.06	86,87,88,89,90,91,92
9	They all get up to leave.	335.06	351.22	92,93,95
10	Monica and Rachel's, Rachel is telling Chandler and Monica about her day.	357.38	429.43	97,99,100,101,102,103,104,106,107,108,109,110,111,112
11	They all start out.	429.43	537.44	112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,128,129,130,131,132,133,134,135,136,137,138
12	The smoker's balcony, Rachel is out to join Kim and Nancy.	537.44	570.90	138,139,140,141,142,143,144,145,146,147,148
13	Rachel gets fed up and heads over to another smoker.	570.90	601.76	148,149,150,151,152,153,154,155,156
14	Ben and Joey's (Isn't that an ice cream??) callback.	605.04	674.69	156,157,158,159,160,162,163,164,165,166,167,168,169,170
15	Chandler and Joey's, Ross and Chandler are talking.	683.17	740.26	172,173,174,176,177,178,179,180,181,182,183,185
