scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's Bathroom, Chandler and Monica are sharing a candlelight bubble bath while drinking champagne and they clink their glasses.	0.08	2.80	1
19	The hallway between the apartments, Rachel is returning from her date with Dave.	2.80	15.36	1,4,6
20	She enters the apartment, leaving Dave in the hallway, to find Ross sitting on the couch with a big box.	16.40	103.35	7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
21	Cut to inside the apartment.	106.79	125.09	30,31,32
22	Ross decides to open the door for her, in which she has a sock on her hand she was banging with.	133.81	208.11	36,37,38,40,41,42,43,44,45,46,47,50,52,53,54,55,56
23	There's a loud bang on the door.	213.07	215.87	57,58
24	Central Perk, Joey, Chandler, and Monica are there as Rachel enters.	224.81	250.03	59,60,61,63,66,67,68,69,71
25	Phoebe enters.	250.35	327.02	71,72,74,75,76,77,78,80,81,82,83,84,85,86,87,88,89,90,91,92
26	Central Perk, Rachel, Monica, Chandler, and Joey are there as Ross enters with Phoebe.	335.01	391.10	93,94,95,96,97,98,99,101,102,104,105,107,108
27	They all go pack except for Ross.	396.22	506.13	110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
28	Ross is stunned.	506.13	507.93	126,127
29	Rachel starts laughing hysterically.	514.87	648.59	128,129,130,131,132,134,135,136,137,138,139,140,141,142,143,146,147,148,149,150,152,153
30	Both sit down.	649.95	679.70	154,155,156,159,161,162,163,164,165
31	Monica and Rachel's, Monica and Phoebe are in the living room packing while Rachel enters from her room.	685.30	702.54	166,167,168,169,170,171,173
32	The guys enter.	704.86	722.14	174,175,176,177,178,179,180
33	They high-five and howl, but Phoebe suddenly stops and the guys gasp and retreat in shock.	722.14	747.72	180,181,183,185,186,187,189
35	The hallway between the apartments, they are taking Phoebe to the hospital but Chandler and Monica hold back.	752.76	769.06	191,194
36	They both kiss.	769.38	778.98	194,195,196,197
