scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Rachel is sitting in the living room and Phoebe is standing in the kitchen as the phone rings.	5.28	24.80	2,3,4,6,7
2	Cut to Las Vegas, Joey is on the phone and wearing his gladiator costume.	24.96	40.28	7,8,9,10
3	Cut to Monica and Rachel's	41.40	44.60	11,12
4	Cut to Joey	44.60	54.68	12,13,14,15
5	Cut to Phoebe	56.52	69.58	16,17,18,19,20
6	Cut to Joey	69.58	71.02	20,21
7	Cut to Phoebe	71.02	74.50	21,22
8	Cut to Joey	74.50	79.50	22,23
9	Cut to Chandler	79.50	81.14	23
10	Cut to Joey	81.22	83.54	24
11	Cut to Chandler	85.30	86.90	25
12	Cut to Joey	87.15	94.51	26,28
13	Cut to Chandler	95.95	101.51	29,30,31,32
14	Cut to Joey	101.51	102.91	32
16	Monica and Rachel's, Phoebe is entering.	154.79	259.18	52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,85,86
17	He starts taking his time opening it. Finally Monica snaps.	259.18	390.12	86,87,88,89,90,91,92,93,95,96,97,98,99,102,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
18	An airplane cabin, Phoebe has the aisle seat, Chandler the window, and Monica's stuck in that horrible middle seat.	399.38	503.47	131,132,133,134,135,136,137,138,139,140,141,142,143,145,146,147,148,150
19	Pause.	508.19	554.54	151,152,154
21	Monica and Rachel's, Rachel is coming out of the bathroom after a shower wearing only her bath robe, walks into the kitchen, and opens the fridge. As she bends over to grab a bottle of wine, her robe falls open (Damn this network primetime programming, we didn't see anything!) and she quickly closes it again. But then realizes she didn't have to do that. So she closes the fridge and stands next to the table, thinks about it for a little while and…	555.10	594.49	154,155,156,157
22	Cut to Ross's apartment, he's sitting by his window looking at an art book. As he's turning the page, he glances up and notices something.	596.33	628.44	157,158
23	Cut back to Monica and Rachel's apartment, Rachel is singing along with a song and dancing while facing the big picture window. Y'know, I think I'd pay real good money to be on the other side of that window!	630.44	669.81	158,159,161,162,163,164,165
