scene_id	onset	block_distance	depth	is_peak	w	tau_depth	min_spacing
1	2.08	0.7377927303314209		False	1	0.5	30.0
1	3.52	0.8364487290382385	0.8590854406356812	False	1	0.5	30.0
1	5.2	0.7034852504730225		False	1	0.5	30.0
1	7.84	0.076019287109375		False	1	0.5	30.0
1	8.72	0.8653750419616699	1.0102528929710388	False	1	0.5	30.0
1	13.6	0.644477903842926		False	1	0.5	30.0
1	17.68	0.8722258806228638		False	1	0.5	30.0
1	19.92	0.9105466604232788	0.6087718605995178	False	1	0.5	30.0
1	22.88	0.8329269289970398		False	1	0.5	30.0
1	24.0	0.5678435564041138		False	1	0.5	30.0
1	24.96	0.8693312406539917		False	1	0.5	30.0
1	27.92	0.9092888236045837	1.1053076386451721	True	1	0.5	30.0
1	32.54	0.8415694236755371		False	1	0.5	30.0
1	34.38	0.6887305378913879		False	1	0.5	30.0
1	35.1	0.1454264521598816		False	1	0.5	30.0
1	36.22	0.7922264933586121	0.6956425309181213	False	1	0.5	30.0
1	37.1	0.7433840036392212		False	1	0.5	30.0
1	39.98	0.8522621393203735	0.7093341946601868	False	1	0.5	30.0
1	41.3	0.2518060803413391		False	1	0.5	30.0
1	42.1	0.8090332746505737		False	1	0.5	30.0
1	44.3	0.8564110398292542	1.0637624263763428	False	1	0.5	30.0
1	46.46	0.3972535729408264		False	1	0.5	30.0
1	50.06	0.9258798360824585	0.7117106318473816	False	1	0.5	30.0
1	52.7	0.742795467376709		False	1	0.5	30.0
1	53.66	0.8702157139778137	0.621197521686554	False	1	0.5	30.0
1	55.5	0.3764384388923645		False	1	0.5	30.0
1	64.16	0.8441152572631836		False	1	0.5	30.0
1	79.28	0.8610734343528748	1.149424433708191	False	1	0.5	30.0
1	80.96	0.25610822439193726		False	1	0.5	30.0
1	82.88	0.1962839961051941		False	1	0.5	30.0
1	84.8	0.9153145551681519	1.322455108165741	True	1	0.5	30.0
1	85.44	0.31189000606536865		False	1	0.5	30.0
1	86.32	0.4985669255256653		False	1	0.5	30.0
1	87.76	0.7932989597320557		False	1	0.5	30.0
1	91.52	0.9657465815544128	0.824226975440979	False	1	0.5	30.0
1	91.84	0.9625883102416992		False	1	0.5	30.0
1	92.88	0.795376181602478		False	1	0.5	30.0
1	93.84	0.8727019429206848		False	1	0.5	30.0
1	94.47	0.9135980606079102	0.32197773456573486	False	1	0.5	30.0
1	97.66	0.7098422050476074		False	1	0.5	30.0
1	101.26	0.9216352701187134	0.21179306507110596	False	1	0.5	30.0
3	115.42	0.4778452515602112		False	1	0.5	30.0
3	116.46	0.8656024932861328		False	1	0.5	30.0
3	122.54	0.8754997253417969	0.3976544737815857	False	1	0.5	30.0
4	137.36	0.8141579627990723	0.10358583927154541	False	1	0.5	30.0
4	138.04	0.7105721235275269		False	1	0.5	30.0
4	142.12	0.7105721235275269		False	1	0.5	30.0
4	143.56	0.9151750206947327	0.8751513361930847	False	1	0.5	30.0
4	146.76	0.587273120880127		False	1	0.5	30.0
4	148.28	0.24462658166885376		False	1	0.5	30.0
4	151.0	0.8032609820365906	1.3069008588790894	True	1	0.5	30.0
4	152.0	0.4969590902328491		False	1	0.5	30.0
4	153.24	0.05499452352523804		False	1	0.5	30.0
4	155.01	0.4931434988975525	0.8735899925231934	False	1	0.5	30.0
4	156.77	0.057702481746673584		False	1	0.5	30.0
4	160.69	0.8575626015663147	1.0863987803459167	False	1	0.5	30.0
4	161.89	0.5710239410400391		False	1	0.5	30.0
4	164.69	0.817151665687561	0.27518194913864136	False	1	0.5	30.0
4	167.97	0.7880974411964417		False	1	0.5	30.0
4	169.89	0.8972291350364685	0.5837055444717407	False	1	0.5	30.0
4	170.69	0.42265528440475464		False	1	0.5	30.0
4	171.65	0.8815891146659851	0.900502622127533	False	1	0.5	30.0
4	173.21	0.4400203227996826		False	1	0.5	30.0
4	175.17	0.9486963748931885	1.209456980228424	False	1	0.5	30.0
4	177.85	0.24791544675827026		False	1	0.5	30.0
4	178.61	0.667111873626709	0.4541555643081665	False	1	0.5	30.0
4	180.29	0.6321527361869812		False	1	0.5	30.0
4	181.73	0.7961059808731079	0.2115294337272644	False	1	0.5	30.0
4	184.13	0.7909473776817322		False	1	0.5	30.0
4	185.21	0.7485297918319702		False	1	0.5	30.0
4	186.11	0.8111246824264526		False	1	0.5	30.0
4	187.47	0.8822885751724243	0.6919026970863342	False	1	0.5	30.0
4	189.87	0.7979930639266968		False	1	0.5	30.0
4	192.59	0.3241446614265442		False	1	0.5	30.0
4	194.11	0.7796040177345276		False	1	0.5	30.0
4	195.87	0.9090903997421265	0.676045835018158	False	1	0.5	30.0
4	198.11	0.8179903030395508		False	1	0.5	30.0
4	200.11	0.8945156335830688	0.7488016486167908	True	1	0.5	30.0
4	201.909	0.22223931550979614		False	1	0.5	30.0
4	203.31	0.7242220640182495		False	1	0.5	30.0
4	206.27	0.8649007081985474		False	1	0.5	30.0
4	210.27	0.8876303434371948	0.7205226421356201	False	1	0.5	30.0
4	215.27	0.8324987292289734		False	1	0.5	30.0
4	215.55	0.9162257313728333	0.314206063747406	False	1	0.5	30.0
4	218.47	0.6857466697692871		False	1	0.5	30.0
4	219.55	0.6892762184143066	0.028588533401489258	False	1	0.5	30.0
4	221.07	0.6642172336578369		False	1	0.5	30.0
4	222.47	0.8102297186851501		False	1	0.5	30.0
4	223.23	0.8600373268127441	0.20907729864120483	False	1	0.5	30.0
4	226.71	0.8467801213264465		False	1	0.5	30.0
4	227.71	0.8916637897491455	0.3276301622390747	False	1	0.5	30.0
4	231.55	0.8000677824020386		False	1	0.5	30.0
4	233.39	0.6089172959327698		False	1	0.5	30.0
4	233.83	0.9093787670135498	0.375518798828125	False	1	0.5	30.0
4	235.71	0.8343214392662048		False	1	0.5	30.0
5	250.25	0.13846558332443237		False	1	0.5	30.0
5	251.93	0.371778666973114		False	1	0.5	30.0
5	259.53	0.7757853865623474	0.771420419216156	True	1	0.5	30.0
5	263.609	0.6416847705841064		False	1	0.5	30.0
5	274.01	0.7906922101974487	0.15673387050628662	False	1	0.5	30.0
5	282.39	0.7829657793045044		False	1	0.5	30.0
5	286.87	0.8654529452323914	0.42565786838531494	False	1	0.5	30.0
5	294.43	0.5222822427749634		False	1	0.5	30.0
5	296.55	0.702391505241394	0.6866264939308167	False	1	0.5	30.0
5	298.39	0.6797301173210144		False	1	0.5	30.0
5	300.15	0.5858951210975647		False	1	0.5	30.0
5	303.75	0.19587427377700806		False	1	0.5	30.0
5	315.41	0.9126052856445312	1.1390273571014404	True	1	0.5	30.0
5	320.29	0.490308940410614		False	1	0.5	30.0
