scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	3.68	6.88	3.1999999999999997	1	0	0.0	1	0	0.0	0.0
2	10.72	44.22	33.5	5	10	1.0	1	9	0.9	2.9702321822969995
3	46.38	63.25	16.869999999999997	4	6	1.0	1	5	0.8333333333333334	2.2483474773275396
6	111.23	194.02	82.79	3	3	1.0	1	3	1.0	1.2031809301991483
8	202.02	342.76	140.73999999999998	5	10	1.0	1	6	0.6	2.201392207877015
9	342.76	401.61	58.85000000000002	2	1	1.0	1	1	1.0	-0.0
11	414.87	495.44	80.57	3	3	1.0	1	2	0.6666666666666666	0.41924371049518583
12	495.44	661.01	165.57	6	15	1.0	1	15	1.0	3.232527324272904
13	667.73	668.29	0.5599999999999454	1	0	0.0	1	0	0.0	0.0
14	669.57	717.27	47.69999999999993	3	3	1.0	1	3	1.0	1.350407025963957
