scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
20	1.44	1.76	0.32000000000000006	1	0	0.0	1	0	0.0	0.0
21	10.48	72.23	61.75	2	1	1.0	1	1	1.0	-0.0
22	73.829	101.86	28.031000000000006	3	3	1.0	1	3	1.0	1.5771471764974359
23	103.94	201.63	97.69	5	10	1.0	1	9	0.9	2.620930614833203
24	206.69	211.25	4.560000000000002	1	0	0.0	1	0	0.0	0.0
25	221.09	359.82	138.73	2	1	1.0	1	1	1.0	-0.0
26	366.29	380.69	14.399999999999977	2	1	1.0	1	1	1.0	-0.0
27	397.32	637.28	239.95999999999998	2	1	1.0	1	1	1.0	-0.0
28	638.24	652.88	14.639999999999986	2	1	1.0	1	1	1.0	-0.0
31	660.08	716.37	56.289999999999964	5	10	1.0	1	8	0.8	2.878253089985197
