scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
25	1.52	13.56	12.040000000000001	2	1	1.0	1	1	1.0	-0.0
26	13.56	27.4	13.839999999999998	3	3	1.0	1	3	1.0	1.5773684339941259
27	27.4	52.42	25.020000000000003	3	3	1.0	1	3	1.0	1.3376101429404028
28	52.42	71.7	19.28	2	1	1.0	1	1	1.0	-0.0
29	76.02	83.78	7.760000000000005	2	1	1.0	1	1	1.0	-0.0
30	85.94	97.14	11.200000000000003	1	0	0.0	1	0	0.0	0.0
31	97.14	159.28	62.14	3	3	1.0	1	3	1.0	1.5427385445198099
32	173.11	201.76	28.649999999999977	3	3	1.0	1	3	1.0	1.5836650142354123
33	201.92	209.36	7.440000000000026	3	3	1.0	1	3	1.0	1.2980175444966573
34	216.24	237.15	20.909999999999997	3	3	1.0	1	3	1.0	1.2783718135420699
35	242.43	252.87	10.439999999999998	2	1	1.0	1	1	1.0	-0.0
36	258.39	291.39	33.0	2	1	1.0	1	1	1.0	-0.0
37	294.99	350.93	55.94	4	6	1.0	1	4	0.6666666666666666	2.0926213835845004
38	351.65	360.93	9.28000000000003	2	1	1.0	1	1	1.0	-0.0
39	365.71	380.19	14.480000000000018	2	1	1.0	1	1	1.0	-0.0
40	381.55	416.63	35.079999999999984	2	1	1.0	1	1	1.0	-0.0
43	428.96	464.02	35.06	2	1	1.0	1	1	1.0	-0.0
45	465.3	477.36	12.060000000000002	2	1	1.0	1	1	1.0	-0.0
46	479.76	507.59	27.829999999999984	2	1	1.0	1	1	1.0	-0.0
47	511.02	591.58	80.56000000000006	4	6	1.0	1	5	0.8333333333333334	1.779086879675599
48	591.58	606.32	14.740000000000009	2	1	1.0	1	1	1.0	-0.0
50	611.52	620.08	8.56000000000006	2	1	1.0	1	1	1.0	-0.0
51	624.64	625.76	1.1200000000000045	1	0	0.0	1	0	0.0	0.0
52	627.28	684.09	56.81000000000006	3	3	1.0	1	3	1.0	1.4791468546237514
55	700.09	724.04	23.949999999999932	3	3	1.0	1	3	1.0	1.2259254574103358
