scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
38	0.24	62.57	62.33	2	1	1.0	1	1	1.0	-0.0
40	63.77	88.89	25.119999999999997	1	0	0.0	1	0	0.0	0.0
41	91.51	99.75	8.239999999999995	3	3	1.0	1	3	1.0	1.267986803825791
42	105.91	107.99	2.0799999999999983	1	0	0.0	1	0	0.0	0.0
43	115.83	165.05	49.22000000000001	3	3	1.0	1	3	1.0	1.334536653268736
44	165.45	277.81	112.36000000000001	4	6	1.0	1	6	1.0	2.1314555231748007
45	280.61	334.59	53.97999999999996	2	1	1.0	1	1	1.0	-0.0
46	342.11	388.61	46.5	2	1	1.0	1	1	1.0	-0.0
47	388.69	459.45	70.75999999999999	2	1	1.0	1	1	1.0	-0.0
49	459.45	492.43	32.98000000000002	2	1	1.0	1	1	1.0	-0.0
50	507.15	563.99	56.84000000000003	4	6	1.0	1	4	0.6666666666666666	2.0624949553117453
51	563.99	566.91	2.919999999999959	1	0	0.0	1	0	0.0	0.0
52	570.59	642.26	71.66999999999996	3	3	1.0	1	3	1.0	0.5521616303266645
53	642.98	671.04	28.059999999999945	2	1	1.0	1	1	1.0	-0.0
