scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	8.72	40.8	32.08	4	6	1.0	1	5	0.8333333333333334	2.0349965826998515
2	54.16	78.3	24.14	2	1	1.0	1	1	1.0	-0.0
6	143.74	234.37	90.63	5	10	1.0	1	9	0.9	2.658685878742445
7	238.61	277.83	39.21999999999997	3	3	1.0	1	2	0.6666666666666666	1.1591085430218946
8	277.83	414.67	136.84000000000003	3	3	1.0	1	3	1.0	1.3591915339610665
10	415.23	466.79	51.56	2	1	1.0	1	1	1.0	-0.0
11	466.95	498.66	31.710000000000036	2	1	1.0	1	1	1.0	-0.0
12	499.62	518.06	18.43999999999994	2	1	1.0	1	1	1.0	-0.0
13	518.06	519.54	1.4800000000000182	1	0	0.0	1	0	0.0	0.0
14	526.09	531.53	5.439999999999941	2	1	1.0	1	1	1.0	-0.0
15	532.81	716.56	183.75	4	6	1.0	1	6	1.0	1.9477570387206646
